#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,3,3,3,3,3,0.000000
1,3,3,6,92,95,0.000006
2,3,3,9,630,725,0.000043
3,3,3,12,2049,2774,0.000165
4,3,3,15,5408,8182,0.000488
5,3,3,18,12168,20350,0.001213
6,3,3,21,22223,42573,0.002538
7,3,3,24,37756,80329,0.004788
8,3,3,27,61312,141641,0.008442
9,3,3,30,95080,236721,0.014110
10,3,3,33,139056,375777,0.022398
11,3,3,36,194966,570743,0.034019
12,3,3,39,266489,837232,0.049903
13,3,3,42,350384,1187616,0.070787
14,3,3,45,449699,1637315,0.097592
15,3,2,47,555499,2192814,0.130702
16,3,3,50,669832,2862646,0.170627
17,3,3,53,789674,3652320,0.217695
18,3,1,54,901522,4553842,0.271430
19,3,2,56,1010202,5564044,0.331643
20,3,3,59,1104892,6668936,0.397500
21,3,3,62,1178487,7847423,0.467743
22,3,0,62,1210985,9058408,0.539923
23,3,0,62,1204341,10262749,0.611708
24,3,1,63,1155229,11417978,0.680565
25,3,1,64,1063407,12481385,0.743949
26,3,2,66,937598,13418983,0.799834
27,3,0,66,796429,14215412,0.847305
28,3,0,66,663517,14878929,0.886853
29,3,0,66,528896,15407825,0.918378
30,3,0,66,397680,15805505,0.942082
