# log(t);log(-log(1-X))
0.0000000000,-9.4087503093
0.6931471806,-7.3935807113
1.0986122887,-6.0789321134
1.3862943611,-5.0178326759
1.6094379124,-4.1101796969
1.7917594692,-3.3719289683
1.9459101491,-2.7475903303
2.0794415417,-2.1988619825
2.1972245773,-1.7056923224
2.3025850930,-1.2680799153
2.3978952728,-0.8765443840
2.4849066498,-0.5195273539
2.5649493575,-0.1964780174
2.6390573296,0.0999707012
2.7080502011,0.3715967446
2.7725887222,0.6213836389
2.8332133441,0.8474656796
2.8903717579,1.0571521023
