#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,256,256,256,256,256,0.000041
1,0,0,256,7862,8118,0.001299
2,0,0,256,47031,55149,0.008824
3,0,0,256,117759,172908,0.027665
4,0,0,256,266573,439481,0.070317
5,0,0,256,508303,947784,0.151645
6,0,0,256,668261,1616045,0.258567
7,0,0,256,823066,2439111,0.390258
8,0,0,256,929736,3368847,0.539016
9,0,0,256,920262,4289109,0.686257
10,0,0,256,724335,5013444,0.802151
11,0,0,256,519705,5533149,0.885304
12,0,0,256,349863,5883012,0.941282
