#id,creation_time,radius,volume,volume_perc,center_x,center_y,center_z
0,0,154,1,0.000000,226,198,244,
1,0,154,1,0.000000,84,64,99,
2,0,154,1,0.000000,211,66,109,
3,1,124,1,0.000000,93,115,92,
4,1,124,1,0.000000,179,153,20,
5,1,124,1,0.000000,21,212,159,
6,2,101,1,0.000000,52,26,68,
7,2,101,1,0.000000,199,167,126,
8,2,101,1,0.000000,159,191,136,
9,3,81,1,0.000000,172,31,178,
10,3,81,1,0.000000,166,217,94,
11,4,63,1,0.000000,117,30,160,
12,4,63,1,0.000000,227,124,26,
13,4,63,1,0.000000,171,53,31,
14,5,46,1,0.000000,43,177,244,
15,5,46,1,0.000000,203,229,122,
16,5,46,1,0.000000,21,30,39,
17,6,30,1,0.000000,249,190,83,
18,6,30,1,0.000000,115,201,170,
