#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,3,3,3,3,3,0.000000
1,3,3,6,135,138,0.000008
2,3,3,9,1388,1526,0.000089
3,3,3,12,6657,8183,0.000475
4,3,3,15,22682,30865,0.001793
5,3,3,18,60142,91007,0.005288
6,3,3,21,129441,220448,0.012809
7,3,3,24,248745,469193,0.027262
8,3,3,27,433086,902279,0.052426
9,3,3,30,685785,1588064,0.092274
10,3,3,33,1009845,2597909,0.150950
11,3,3,36,1362760,3960669,0.230133
12,3,3,39,1665850,5626519,0.326926
13,3,2,41,1841194,7467713,0.433908
14,3,1,42,1866003,9333716,0.542331
15,3,2,44,1739787,11073503,0.643420
16,3,1,45,1519131,12592634,0.731689
17,3,0,45,1267001,13859635,0.805307
18,3,2,47,1010961,14870596,0.864049
19,3,0,47,773164,15643760,0.908973
20,3,0,47,561749,16205509,0.941613
