#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,3,3,3,3,3,0.000000
1,3,3,6,99,102,0.000006
2,3,3,9,699,801,0.000048
3,3,3,12,2264,3065,0.000183
4,3,3,15,6022,9087,0.000542
5,3,3,18,13988,23075,0.001375
6,3,3,21,26030,49105,0.002927
7,3,3,24,44355,93460,0.005571
8,3,3,27,71077,164537,0.009807
9,3,3,30,107883,272420,0.016237
10,3,3,33,154566,426986,0.025450
11,3,3,36,212733,639719,0.038130
12,3,3,39,285628,925347,0.055155
13,3,2,41,372567,1297914,0.077362
14,3,2,43,476212,1774126,0.105746
15,3,2,45,583741,2357867,0.140540
16,3,3,48,700359,3058226,0.182284
17,3,3,51,816623,3874849,0.230959
18,3,2,53,924395,4799244,0.286057
19,3,3,56,1018414,5817658,0.346759
20,3,3,59,1092579,6910237,0.411882
21,3,2,61,1148277,8058514,0.480325
22,3,0,61,1172668,9231182,0.550221
23,3,0,61,1166616,10397798,0.619757
24,3,2,63,1123401,11521199,0.686717
25,3,2,65,1049438,12570637,0.749268
26,3,2,67,937437,13508074,0.805144
27,3,0,67,803610,14311684,0.853043
28,3,0,67,659003,14970687,0.892322
29,3,0,67,516753,15487440,0.923123
30,3,1,68,392220,15879660,0.946501
