# basename, dimensions, count, avg_n, stdev_n, avg_k, stdev_k
avrami_2d_sporadic,	2,	30,	2.93511067E+00,	6.34585062E-02,	6.54954862E-06,	1.44832289E-06
avrami_3d_sporadic,	3,	30,	3.57671482E+00,	1.42580366E-01,	7.10197830E-05,	2.33326379E-05
avrami_4d_sporadic,	4,	30,	4.36094881E+00,	8.49498982E-02,	1.05268340E-06,	2.43360278E-07
avrami_5d_sporadic,	5,	30,	4.87910979E+00,	1.33629419E-01,	2.15817619E-06,	8.43265015E-07
avrami_6d_sporadic,	6,	30,	5.23009773E+00,	1.83571549E-01,	4.97550702E-06,	2.09473574E-06
