#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,16,16,16,16,16,0.000003
1,16,16,32,514,530,0.000085
2,16,16,48,3533,4063,0.000650
3,16,16,64,11348,15411,0.002466
4,16,16,80,29608,45019,0.007203
5,16,16,96,66885,111904,0.017905
6,16,16,112,121211,233115,0.037298
7,16,16,128,197538,430653,0.068904
8,16,14,142,301790,732443,0.117191
9,16,13,155,430484,1162927,0.186068
10,16,11,166,550439,1713366,0.274139
11,16,11,177,647191,2360557,0.377689
12,16,11,188,703404,3063961,0.490234
13,16,13,201,694834,3758795,0.601407
14,16,7,208,633996,4392791,0.702847
15,16,7,215,533634,4926425,0.788228
16,16,4,219,426140,5352565,0.856410
17,16,2,221,318341,5670906,0.907345
18,16,1,222,223785,5894691,0.943151
