# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_5d_instant,5,17210368,16542077,50,4.1354859683,7.2902976366E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16593301,50,4.1708618254,7.1462120531E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16734218,50,4.1125241773,7.5884760499E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16568731,50,4.1843323592,6.9447243132E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16473270,50,4.1849412496,6.6158202423E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16427063,50,4.1532111359,6.8974378801E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16750611,50,4.0438304305,8.1534720930E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16620751,50,4.2288617178,6.5879726325E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16388893,50,4.1892975458,6.7564896404E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16488946,50,4.1759740815,7.3908323077E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16381585,50,4.1292811214,7.7324408131E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16655037,50,4.0369800681,8.3497018953E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16629542,50,4.1640604749,6.8743371098E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16651783,50,4.1146924769,7.5140273844E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16433292,50,4.1697282016,6.9249611916E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16553142,50,4.2562308982,5.9174872113E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16755854,50,4.1014711596,6.9133569345E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16371019,50,4.2794552215,6.0376436868E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16667719,50,4.1362818851,6.6585118538E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16577406,50,4.1302282567,7.4852718214E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16579018,50,4.2326356012,6.2998835524E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16429597,50,4.1500455071,7.4597416276E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16632444,50,4.0449990378,8.3923480781E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16735944,50,4.1165923622,8.1232121919E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16477669,50,4.2514479070,6.7276745108E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16483455,50,4.2077636925,6.6795500704E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16368899,50,4.1964034839,6.8836928206E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16554841,50,4.1355800544,7.3629511146E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16638751,50,4.1414893059,6.6847449683E-05,5.0000000000,1.5292494077E-05
avrami_5d_instant,5,17210368,16425880,50,4.1945331974,6.4989770173E-05,5.0000000000,1.5292494077E-05
