# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_2d_sporadic_parabolic,2,16000000,15206665,102,2.1603687737,3.9411942294E-04,3.0000000000,9.6211275016E-06
avrami_2d_sporadic_parabolic,2,16000000,15211141,97,2.1759918869,3.7657603222E-04,3.0000000000,7.0685834706E-06
avrami_2d_sporadic_parabolic,2,16000000,15248655,107,2.1470124586,4.0437108962E-04,3.0000000000,9.6211275016E-06
avrami_2d_sporadic_parabolic,2,16000000,15207467,94,2.2280088566,3.3002535438E-04,3.0000000000,9.6211275016E-06
avrami_2d_sporadic_parabolic,2,16000000,15255976,112,2.0881252418,4.5325864477E-04,3.0000000000,7.0685834706E-06
avrami_2d_sporadic_parabolic,2,16000000,15200610,98,2.1782955287,3.9771445162E-04,3.0000000000,9.6211275016E-06
avrami_2d_sporadic_parabolic,2,16000000,15201343,106,2.1744436042,3.7647724354E-04,3.0000000000,9.6211275016E-06
avrami_2d_sporadic_parabolic,2,16000000,15238705,95,2.1589527217,4.1326236125E-04,3.0000000000,9.6211275016E-06
avrami_2d_sporadic_parabolic,2,16000000,15255972,99,2.1991083576,3.6243892393E-04,3.0000000000,9.6211275016E-06
avrami_2d_sporadic_parabolic,2,16000000,15231334,99,2.2442294476,2.8480080861E-04,3.0000000000,9.6211275016E-06
avrami_2d_sporadic_parabolic,2,16000000,15208314,108,2.2018421240,3.7192129342E-04,3.0000000000,9.6211275016E-06
avrami_2d_sporadic_parabolic,2,16000000,15206789,103,2.2246020423,3.0681900901E-04,3.0000000000,9.6211275016E-06
avrami_2d_sporadic_parabolic,2,16000000,15211054,110,2.0970139714,4.7927016705E-04,3.0000000000,7.0685834706E-06
avrami_2d_sporadic_parabolic,2,16000000,15237891,98,2.2036150543,3.6352488860E-04,3.0000000000,7.0685834706E-06
avrami_2d_sporadic_parabolic,2,16000000,15240122,101,2.1741465558,3.7846038113E-04,3.0000000000,7.0685834706E-06
avrami_2d_sporadic_parabolic,2,16000000,15244787,101,2.1902309809,3.8263276160E-04,3.0000000000,7.0685834706E-06
avrami_2d_sporadic_parabolic,2,16000000,15266547,97,2.1631010764,4.0679578771E-04,3.0000000000,9.6211275016E-06
avrami_2d_sporadic_parabolic,2,16000000,15201703,108,2.2045034400,3.5931913227E-04,3.0000000000,9.6211275016E-06
avrami_2d_sporadic_parabolic,2,16000000,15260084,102,2.1522602462,4.2335910627E-04,3.0000000000,7.0685834706E-06
avrami_2d_sporadic_parabolic,2,16000000,15232228,105,2.1968311030,3.4631219988E-04,3.0000000000,7.0685834706E-06
avrami_2d_sporadic_parabolic,2,16000000,15252199,99,2.1900897342,3.7809531737E-04,3.0000000000,9.6211275016E-06
avrami_2d_sporadic_parabolic,2,16000000,15211096,108,2.1727831675,3.6355181437E-04,3.0000000000,7.0685834706E-06
avrami_2d_sporadic_parabolic,2,16000000,15239614,111,2.1251795554,4.4137370541E-04,3.0000000000,9.6211275016E-06
avrami_2d_sporadic_parabolic,2,16000000,15244581,97,2.2022201680,3.6665530910E-04,3.0000000000,7.0685834706E-06
avrami_2d_sporadic_parabolic,2,16000000,15214617,99,2.2223835298,3.3921623877E-04,3.0000000000,9.6211275016E-06
avrami_2d_sporadic_parabolic,2,16000000,15243679,106,2.1520218591,3.7081872732E-04,3.0000000000,7.0685834706E-06
avrami_2d_sporadic_parabolic,2,16000000,15220237,100,2.1708831272,3.9182646008E-04,3.0000000000,9.6211275016E-06
avrami_2d_sporadic_parabolic,2,16000000,15202747,106,2.1828840668,3.9293766388E-04,3.0000000000,9.6211275016E-06
avrami_2d_sporadic_parabolic,2,16000000,15211539,108,2.1278841276,4.2473143122E-04,3.0000000000,7.0685834706E-06
avrami_2d_sporadic_parabolic,2,16000000,15234846,111,2.0783521403,4.7562302685E-04,3.0000000000,7.0685834706E-06
