# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_4d_sporadic,4,16777216,16085928,71,4.4777961813,7.7640451298E-07,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16081090,69,4.1893539317,1.4182937897E-06,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16062834,73,4.4355086791,8.7067056482E-07,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16013943,65,4.3708536623,1.1273783046E-06,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16055806,75,4.3780786407,9.8759277190E-07,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16132638,71,4.2848620057,1.3180607744E-06,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16075389,68,4.2524070510,1.3194323411E-06,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16126046,68,4.1697366962,1.6460444973E-06,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16021389,64,4.3739009359,1.1017156686E-06,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16075484,69,4.2684731476,1.4497466208E-06,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16156421,66,4.3423894001,1.0466606932E-06,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16096163,72,4.3526376959,9.7323441945E-07,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16189759,71,4.2820171267,1.2133780347E-06,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16166374,69,4.3639883957,1.1146103258E-06,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16122939,71,4.4268019391,8.6504059272E-07,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16183940,65,4.3420826679,1.0969333506E-06,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16139887,67,4.3653986827,1.0827146232E-06,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16038930,72,4.2339026040,1.4379579624E-06,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16091904,71,4.4861276324,7.0452212294E-07,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,15955591,75,4.4623542576,7.8301548652E-07,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,15990305,73,4.4569958457,7.9606991878E-07,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16153904,76,4.3324225784,1.0738788256E-06,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16126369,71,4.4228919473,8.2713546327E-07,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,15974394,64,4.3901369288,1.0357857330E-06,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16045133,71,4.3469449858,9.8729376492E-07,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16073309,70,4.3839459410,9.2573426677E-07,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16156933,65,4.4065420593,8.9222430600E-07,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16059176,67,4.2775483992,1.2862770453E-06,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16095343,66,4.4829005702,7.4619241072E-07,5.0000000000,1.7648227932E-07
avrami_4d_sporadic,4,16777216,16113948,70,4.4694637836,6.7650287770E-07,5.0000000000,1.7648227932E-07
