# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_3d_instant,3,15625000,14884748,50,2.7489394601,2.2907174899E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,14922797,50,2.7366078359,2.5035375030E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,15010628,50,2.6874488606,2.6354357205E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,14881121,50,2.7190639538,2.4923792020E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,14854651,50,2.7710431064,2.2482447515E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,15037254,50,2.8323061129,2.0931174757E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,14871537,50,2.9184776559,1.7455254257E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,14858106,50,2.7512277022,2.2430488657E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,14886291,50,2.7170137394,2.4871511571E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,14882952,50,2.7434747145,2.3684945999E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,15003757,50,2.6666580132,2.4903663487E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,14940427,50,2.8351075012,2.0950370151E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,15014324,50,2.7217007119,2.3090531199E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,15005500,50,2.7466703944,2.3196807842E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,14887751,50,2.8389683189,1.9947899557E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,15078491,50,2.8005136804,2.1636185455E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,14957027,50,2.8826846846,2.0772818208E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,14919891,50,2.6899857288,2.6438096336E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,15131272,50,2.7414120614,2.4909892963E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,14886981,50,2.7080162896,2.4481112894E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,15042182,50,2.6764660105,2.4506812543E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,15146910,50,2.7764760564,2.2816711418E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,14942220,50,2.5459400041,3.2409721240E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,14952306,50,2.7839338737,2.2117748324E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,15124928,50,2.8234474348,2.2002415745E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,14981560,50,2.7763702525,2.1103450053E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,15132250,50,2.7431345270,2.3946590803E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,15075656,50,2.6772513598,2.6891015443E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,14850514,50,2.7964831177,2.1267329065E-03,3.0000000000,1.6755160819E-03
avrami_3d_instant,3,15625000,15072420,50,2.8582309236,2.0393454955E-03,3.0000000000,1.6755160819E-03
