# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_4d_instant,4,16777216,16149626,50,3.3082631645,6.5422018739E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16115306,50,3.5122692282,4.2135603073E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16196320,50,3.4392166466,4.8654130677E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,15949505,50,3.5767854028,3.9336033874E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,15964394,50,3.5868991252,3.8914939791E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,15951156,50,3.6362410099,3.4014571531E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16033821,50,3.4879216599,4.6579785405E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16126839,50,3.4936435804,4.5431843328E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16027163,50,3.4671289488,4.8733775991E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16068715,50,3.5900882704,3.7807687551E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16006724,50,3.4639281941,4.6713753039E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16011521,50,3.4696394861,4.9048295542E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16056807,50,3.3254752870,6.1028771841E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16153831,50,3.5559518624,3.9681483832E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,15969133,50,3.5783176879,3.8642460161E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16060145,50,3.5076222788,4.4222320438E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16140696,50,3.4801647267,4.6183573002E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16090510,50,3.4701846342,4.8842386326E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16063427,50,3.5238318287,4.2232254709E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,15974142,50,3.5508250451,4.1575843043E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16072431,50,3.4805050021,4.6848939580E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16015829,50,3.5395656140,4.1320312714E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16027120,50,3.5675177562,4.0261005842E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,15940694,50,3.5082454861,4.4762900894E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16173095,50,3.5483706439,4.1157484823E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16035058,50,3.4819463082,4.7091972586E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,15992415,50,3.4994836334,4.6208440587E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16161306,50,3.5219635547,4.2730155595E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,15948339,50,3.4614634183,4.8131462476E-05,4.0000000000,1.4706856610E-05
avrami_4d_instant,4,16777216,16107833,50,3.6028890100,3.7172634445E-05,4.0000000000,1.4706856610E-05
