# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_6d_instant_parabolic,6,16777216,16526730,50,9.5877380112,3.6667432363E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16445811,50,9.4469016384,5.0531376529E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16497763,50,9.5835929148,3.9738783393E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16397170,50,9.4259278216,4.6691759809E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16384329,50,9.4939584139,4.5205933902E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16374360,50,9.5213415623,4.0123248515E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16087110,50,9.2134440473,6.9716318709E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16376450,50,9.4466110202,4.3014533178E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16334263,50,9.4585065155,4.6124992159E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16399122,50,9.4476301962,4.4532991297E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16369924,50,9.4963608408,4.3393897173E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16490207,50,9.6262141262,3.3330617627E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16374901,50,9.5313773434,3.9906849649E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16149931,50,9.3991523378,4.8693562519E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16483601,50,9.4932081520,4.1501566671E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16617628,50,9.6819581861,3.0693048599E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16356833,50,9.6042455470,3.5945704988E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16256069,50,9.4257738121,4.5440965149E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16418430,50,9.4721529764,4.4270221722E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16542200,50,9.6006860839,3.6046114940E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16317073,50,9.5386379983,3.9821749290E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16467787,50,9.5552998850,3.8062207485E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16430881,50,9.5738406356,3.6008973041E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16412054,50,9.4912503745,4.4576436166E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16283571,50,9.5107139512,3.8924785638E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16485206,50,9.6100309797,3.4104366880E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16477545,50,9.6826348513,3.0551793486E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16579438,50,9.7468304885,2.7493580948E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,15943992,50,9.2034820087,6.5213488302E-09,6.0000000000,9.8566299058E-04
avrami_6d_instant_parabolic,6,16777216,16441840,50,9.3779870670,5.2697929634E-09,6.0000000000,9.8566299058E-04
