# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_6d_instant,6,16777216,16272518,50,4.6182748007,1.3612051907E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16430057,50,4.6871844944,1.2146253849E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16530355,50,4.6771027458,1.2815239882E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16539162,50,4.6978482848,1.1958986446E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16514485,50,4.6998352822,1.2023523395E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16494606,50,4.6539587422,1.2877595901E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16226673,50,4.6176835894,1.2079623274E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16432379,50,4.6837663170,1.1291320856E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16307956,50,4.5958846853,1.4210598588E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16115716,50,4.5272040949,1.3524989271E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16443946,50,4.6671320382,1.2443137651E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16178189,50,4.6591084646,1.2444848274E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16397017,50,4.6467694500,1.2993824399E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,15983907,50,4.7561206293,1.1427090072E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16539592,50,4.7016515655,1.1681215460E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16382789,50,4.6703338551,1.2466174277E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16376908,50,4.5823269434,1.3846102560E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16325600,50,4.6247902918,1.2433946881E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16444581,50,4.6502059930,1.1395030567E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,15952374,50,4.7172332886,1.1446563645E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16313208,50,4.6134557940,1.2757896735E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16463677,50,4.6520557302,1.4193974769E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16044164,50,4.6500854154,1.3472185778E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16301380,50,4.5691571925,1.4716064159E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16367447,50,4.6167846221,1.3142543132E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,15969902,50,4.6884768726,1.2806856901E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16357745,50,4.5948039396,1.4668579072E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16556192,50,4.7004914738,1.2273340591E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,15945890,50,4.7358777795,1.1686073471E-04,6.0000000000,1.5400984228E-05
avrami_6d_instant,6,16777216,16182622,50,4.6265110615,1.1807448561E-04,6.0000000000,1.5400984228E-05
