# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_3d_sporadic_parabolic,3,15625000,15131726,18,2.4887668402,2.0977031849E-02,4.0000000000,5.5171393545E-04
avrami_3d_sporadic_parabolic,3,15625000,14960477,16,2.6188426156,1.7526186549E-02,4.0000000000,5.5171393545E-04
avrami_3d_sporadic_parabolic,3,15625000,15358294,17,2.5324566213,2.3538281516E-02,4.0000000000,5.5171393545E-04
avrami_3d_sporadic_parabolic,3,15625000,15053615,19,2.6502807565,1.3926084305E-02,4.0000000000,5.5171393545E-04
avrami_3d_sporadic_parabolic,3,15625000,14999526,14,2.3262028763,2.1847708202E-02,4.0000000000,4.4173305984E-04
avrami_3d_sporadic_parabolic,3,15625000,14991573,18,2.4393286761,1.9490235082E-02,4.0000000000,5.5171393545E-04
avrami_3d_sporadic_parabolic,3,15625000,15228859,17,2.3638078638,2.3021662000E-02,4.0000000000,4.4173305984E-04
avrami_3d_sporadic_parabolic,3,15625000,15372468,16,2.3312026440,2.1451383952E-02,4.0000000000,4.4173305984E-04
avrami_3d_sporadic_parabolic,3,15625000,15260500,17,2.3829649729,2.0755150395E-02,4.0000000000,4.4173305984E-04
avrami_3d_sporadic_parabolic,3,15625000,15256210,19,2.3824548734,1.9299307468E-02,4.0000000000,4.4173305984E-04
avrami_3d_sporadic_parabolic,3,15625000,15002300,20,2.2954795162,2.0944068969E-02,4.0000000000,4.4173305984E-04
avrami_3d_sporadic_parabolic,3,15625000,15083555,16,2.4496432640,1.8238619538E-02,4.0000000000,5.5171393545E-04
avrami_3d_sporadic_parabolic,3,15625000,15117457,17,2.5176642716,2.1077483156E-02,4.0000000000,6.7858401318E-04
avrami_3d_sporadic_parabolic,3,15625000,15259082,17,2.6250734905,1.7268572994E-02,4.0000000000,5.5171393545E-04
avrami_3d_sporadic_parabolic,3,15625000,14854198,20,2.4221028618,2.2783662993E-02,4.0000000000,5.5171393545E-04
avrami_3d_sporadic_parabolic,3,15625000,15162248,23,2.3487333371,1.9904831316E-02,4.0000000000,4.4173305984E-04
avrami_3d_sporadic_parabolic,3,15625000,14922483,18,2.3364864727,2.2501362846E-02,4.0000000000,5.5171393545E-04
avrami_3d_sporadic_parabolic,3,15625000,15309185,19,2.5835242349,1.9610314486E-02,4.0000000000,5.5171393545E-04
avrami_3d_sporadic_parabolic,3,15625000,15185442,18,2.3943061465,1.8397212580E-02,4.0000000000,4.4173305984E-04
avrami_3d_sporadic_parabolic,3,15625000,14877067,17,2.5295811081,2.1608162034E-02,4.0000000000,6.7858401318E-04
avrami_3d_sporadic_parabolic,3,15625000,15122257,18,2.3166608077,2.4038617159E-02,4.0000000000,4.4173305984E-04
avrami_3d_sporadic_parabolic,3,15625000,14973925,17,2.3449120014,1.5452626421E-02,4.0000000000,4.4173305984E-04
avrami_3d_sporadic_parabolic,3,15625000,14910326,22,2.4433800811,1.7620366184E-02,4.0000000000,5.5171393545E-04
avrami_3d_sporadic_parabolic,3,15625000,15245546,18,2.6066144192,1.6396689425E-02,4.0000000000,5.5171393545E-04
avrami_3d_sporadic_parabolic,3,15625000,15194375,18,2.4972761682,1.3663073076E-02,4.0000000000,5.5171393545E-04
avrami_3d_sporadic_parabolic,3,15625000,15415052,20,2.4841020800,1.7122033085E-02,4.0000000000,5.5171393545E-04
avrami_3d_sporadic_parabolic,3,15625000,15079825,15,2.4707090712,1.9720346616E-02,4.0000000000,5.5171393545E-04
avrami_3d_sporadic_parabolic,3,15625000,14912646,17,2.3650361208,2.0024665085E-02,4.0000000000,5.5171393545E-04
avrami_3d_sporadic_parabolic,3,15625000,15281411,16,2.5566870108,2.3155442318E-02,4.0000000000,5.5171393545E-04
avrami_3d_sporadic_parabolic,3,15625000,15084150,18,2.3410518478,1.9267143349E-02,4.0000000000,4.4173305984E-04
