# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_4d_instant_parabolic,4,16777216,16172403,50,7.1017013118,2.4102613964E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16399172,50,7.0499942291,2.6667767158E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16117041,50,6.9304056050,3.2513885599E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16364685,50,7.1598689783,2.0338832637E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16485134,50,7.2506277519,1.6466755261E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16397124,50,7.1082654909,2.3472965327E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16169384,50,7.0455658498,2.7839201249E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16134384,50,7.0047974646,3.0219690510E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16300581,50,7.1946513876,1.9832602641E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16444379,50,6.9089990547,3.4517420005E-08,4.0000000000,3.7649552922E-03
avrami_4d_instant_parabolic,4,16777216,16211802,50,7.0824814023,2.5075159424E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16232048,50,6.8968008151,3.1723947129E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16146769,50,6.9128960867,3.5952804104E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16314238,50,7.0701896821,2.5023940407E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16468901,50,7.1873211835,1.9175356920E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16283975,50,7.0681405126,2.5307097880E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16451678,50,7.0635714320,2.4948514282E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16422473,50,7.2085107860,1.8874205423E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16076483,50,7.0381082467,2.7600435130E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16322269,50,7.1436196628,1.9897436142E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16208591,50,7.0817445277,2.6039568055E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16281427,50,7.0892274948,2.4827343450E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,15963663,50,7.2069315040,2.0324484499E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16345358,50,7.1694698282,1.9577488069E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16265935,50,6.8096406441,4.2581437577E-08,4.0000000000,3.7649552922E-03
avrami_4d_instant_parabolic,4,16777216,15966678,50,6.8592424850,4.0407842245E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16336165,50,6.9676617346,3.1993562206E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16250827,50,7.0585872739,2.6339284029E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16424981,50,7.0229307108,2.6718796926E-08,4.0000000000,1.1912553854E-03
avrami_4d_instant_parabolic,4,16777216,16318590,50,7.1703015362,2.0589728130E-08,4.0000000000,1.1912553854E-03
