# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_2d_sporadic,2,16000000,15226387,167,2.9995211067,5.1410331665E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15202440,162,2.9258782885,6.5354470230E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15265698,162,2.9457510947,6.0755427414E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15277623,158,2.9030155339,7.1044856697E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15221703,167,2.9210195453,6.7842309831E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15238784,163,2.9525572115,6.0690851845E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15233519,159,2.9825760632,5.5572024945E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15206039,158,2.9876557322,5.3668246151E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15215525,168,2.8497386703,8.5211272448E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15244123,162,3.0235542348,4.6926258392E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15251055,175,2.8992189322,7.0630534581E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15275107,164,2.9189726425,6.8426153147E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15214363,154,2.9587711718,5.5840549236E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15216486,167,2.9305562821,6.5337278287E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15226056,154,3.0462215300,4.4194995644E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15249925,171,2.9173064594,6.9476246997E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15200628,167,2.9120119503,6.8151414785E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15207897,158,2.8260322004,9.2421610206E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15259661,160,2.9466734731,6.2253767596E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15205170,165,2.8731173908,7.9554258610E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15267599,145,3.0405940712,4.4774501822E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15282072,146,2.9772379791,5.5909336021E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15249398,156,2.9555333601,6.1077099878E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15227120,160,2.9375075243,6.4917915606E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15213103,153,3.0167236808,4.7523936525E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15211253,156,3.0261558056,4.5418731647E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15251052,169,2.8167023789,9.4527289093E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15229055,154,2.8310359417,9.4639504796E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15226841,163,2.8868298541,7.4188666940E-06,3.0000000000,4.9087385212E-06
avrami_2d_sporadic,2,16000000,15239955,169,2.8448498467,8.7124745813E-06,3.0000000000,4.9087385212E-06
