# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_5d_sporadic,5,17210368,16460909,49,4.6735369538,3.2203353435E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16498102,43,4.8979050735,2.1721616706E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16361608,45,5.0245452183,1.2648571327E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16660007,43,5.0037471531,1.9102878580E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16702554,44,4.8403737414,2.5091267726E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16579527,50,4.9613836536,1.6783721053E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16598766,47,4.8798519256,2.1024891279E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16478650,46,4.9189718151,1.6867521891E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16615498,45,5.0304101871,1.1780721191E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16668232,46,4.8627269739,2.1900672724E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16579390,43,4.9409657526,2.1962241314E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16500900,51,5.0381017413,1.3960924380E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16564971,46,4.8173175252,2.0627390019E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16501835,47,4.8768027148,2.0010424356E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16389595,45,4.5882362194,3.6803614229E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16665008,46,5.0029151305,1.5973862649E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16450589,48,4.6711512596,3.2953732004E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16383747,46,5.0072505138,1.4817080026E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16561966,48,4.8485963542,1.8583332287E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16518750,49,4.8310033233,2.1272067861E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16470940,50,4.8621626292,2.1330462134E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16758835,42,4.9660117493,1.7119070207E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16437326,42,4.9008185549,2.2950795228E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16487672,42,4.8949535900,1.9844997172E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16684131,45,4.7509615187,2.8911504113E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16587244,49,5.0195383113,1.0489428484E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16373117,38,4.8442811341,2.5326299316E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16670156,46,4.4795332153,5.2955852348E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16540617,48,4.9164770916,1.8863029921E-06,6.0000000000,1.5292494077E-07
avrami_5d_sporadic,5,17210368,16579869,46,5.0227626821,1.3571532408E-06,6.0000000000,1.5292494077E-07
