# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_4d_sporadic_parabolic,4,16777216,16263909,22,2.8614442203,4.6984207853E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,15938374,25,2.5967132694,6.9343525633E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16361975,23,2.9709314933,3.9257755260E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16246611,22,2.8185619625,5.8581326202E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16086059,21,2.7540121634,5.4508840476E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16239741,22,2.9213274693,4.2706845848E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16194481,23,2.5698363746,6.3885861258E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16198585,25,2.8764746572,3.6705807989E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16260509,21,2.7669132787,4.9615392631E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16381063,21,2.6451667113,4.8148102538E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,15990579,27,2.9780353777,2.7567825388E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16055787,23,2.8270212190,4.6615424851E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16354560,20,3.0034507240,3.4015550222E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16387375,20,2.7575465887,5.3246323241E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16146196,23,2.8722324266,3.7794168272E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16188353,22,2.9513513571,3.1168354008E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16221089,23,2.7772606004,4.9378278683E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16127138,26,2.7272148142,4.6298134720E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16368061,22,2.7392079500,4.8980992592E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16315235,25,2.6701771368,5.6288862172E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16311821,24,2.8190574848,3.9765348416E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16017952,25,2.7912993630,4.5535928563E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16347129,24,2.8400913320,3.1651689591E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16298846,29,2.5101064815,4.9542461392E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16279306,24,2.5881809500,6.2131871667E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16047222,19,3.0979593449,2.3930414528E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16252599,27,2.7518850953,2.9218709364E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16442969,26,2.8879177833,4.2815622879E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,16377276,26,2.8722222271,3.9272683001E-03,5.0000000000,1.4295064625E-05
avrami_4d_sporadic_parabolic,4,16777216,15952604,25,2.8965821218,3.7642428755E-03,5.0000000000,1.4295064625E-05
