# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_3d_sporadic,3,15625000,15022618,46,3.2971576824,1.1540936093E-04,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,15122166,44,3.5840096883,6.6780769533E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,14957772,44,3.8107378148,4.3182568658E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,15059600,49,3.5095709307,8.2535535792E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,15152012,44,3.5592932125,7.2346265459E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,15035092,44,3.6389805885,5.7981603265E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,14848599,47,3.2845521108,1.1843751673E-04,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,15039347,43,3.7485419202,4.5084640748E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,14889750,44,3.3397391284,1.2003719865E-04,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,14962153,43,3.5767646645,7.0664306115E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,15060285,40,3.5694727919,7.0281224265E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,14994297,49,3.5102227455,7.7028909014E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,14985050,44,3.6136594672,5.8366427438E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,14991214,44,3.6792107101,5.3038199174E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,14870851,46,3.6305666733,5.7676147450E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,15135212,45,3.3115186404,1.1909308516E-04,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,14966705,45,3.6670909025,5.7152142268E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,15114851,48,3.5052114809,7.1856452588E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,14978803,46,3.3706974307,1.0458172201E-04,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,14947996,45,3.4505027162,8.5372998763E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,14882401,45,3.7827590489,4.0638979762E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,14916334,47,3.5467524584,8.4338549197E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,14865320,45,3.6659427827,5.6581669981E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,15197810,44,3.7732345200,3.9785017975E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,14849317,48,3.7007405308,5.4003354996E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,14866957,45,3.5563126772,7.7074884195E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,14984393,43,3.6411150251,5.9238433988E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,15116738,45,3.6786930592,5.1966329932E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,14883660,43,3.5984020897,6.5132034541E-05,4.0000000000,2.5132741229E-05
avrami_3d_sporadic,3,15625000,15037857,43,3.6999909820,5.4927162700E-05,4.0000000000,2.5132741229E-05
