# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_2d_instant_parabolic,2,16000000,15241839,50,3.5236601000,5.8670202606E-07,2.0000000000,1.6591536202E-03
avrami_2d_instant_parabolic,2,16000000,15212247,50,3.4559965917,7.1728528709E-07,2.0000000000,1.6591536202E-03
avrami_2d_instant_parabolic,2,16000000,15253502,50,3.5841657643,4.6942107689E-07,2.0000000000,1.6591536202E-03
avrami_2d_instant_parabolic,2,16000000,15201184,50,3.3178416735,1.1621776732E-06,2.0000000000,2.5132741229E-03
avrami_2d_instant_parabolic,2,16000000,15201623,50,3.6062617476,4.5124056413E-07,2.0000000000,1.6591536202E-03
avrami_2d_instant_parabolic,2,16000000,15218508,50,3.5168453348,5.9336865202E-07,2.0000000000,1.6591536202E-03
avrami_2d_instant_parabolic,2,16000000,15210778,50,3.4499509231,7.5471941017E-07,2.0000000000,1.9242255003E-03
avrami_2d_instant_parabolic,2,16000000,15271584,50,3.5000357529,6.2283367701E-07,2.0000000000,1.6591536202E-03
avrami_2d_instant_parabolic,2,16000000,15252670,50,3.5516044836,5.3257375322E-07,2.0000000000,1.6591536202E-03
avrami_2d_instant_parabolic,2,16000000,15235695,50,3.5785640367,4.8698629357E-07,2.0000000000,1.6591536202E-03
avrami_2d_instant_parabolic,2,16000000,15228249,50,3.5242501227,5.6711524079E-07,2.0000000000,1.6591536202E-03
avrami_2d_instant_parabolic,2,16000000,15230565,50,3.5742153432,4.8832310477E-07,2.0000000000,1.6591536202E-03
avrami_2d_instant_parabolic,2,16000000,15229282,50,3.4190759719,8.1274536153E-07,2.0000000000,1.9242255003E-03
avrami_2d_instant_parabolic,2,16000000,15277386,50,3.5169039085,6.1322834484E-07,2.0000000000,1.6591536202E-03
avrami_2d_instant_parabolic,2,16000000,15285578,50,3.5612771464,5.1085293293E-07,2.0000000000,1.6591536202E-03
avrami_2d_instant_parabolic,2,16000000,15230014,50,3.4485715876,7.2781796964E-07,2.0000000000,1.9242255003E-03
avrami_2d_instant_parabolic,2,16000000,15277391,50,3.5751746791,5.1252084487E-07,2.0000000000,1.6591536202E-03
avrami_2d_instant_parabolic,2,16000000,15259141,50,3.5409624834,5.4982383972E-07,2.0000000000,1.9242255003E-03
avrami_2d_instant_parabolic,2,16000000,15219287,50,3.5328262144,5.7660894540E-07,2.0000000000,1.9242255003E-03
avrami_2d_instant_parabolic,2,16000000,15228959,50,3.4644402740,7.3877651195E-07,2.0000000000,1.6591536202E-03
avrami_2d_instant_parabolic,2,16000000,15217007,50,3.6411998165,4.0693259074E-07,2.0000000000,1.6591536202E-03
avrami_2d_instant_parabolic,2,16000000,15218379,50,3.5660316333,5.1725206669E-07,2.0000000000,1.9242255003E-03
avrami_2d_instant_parabolic,2,16000000,15248722,50,3.4772953719,6.7724126787E-07,2.0000000000,1.6591536202E-03
avrami_2d_instant_parabolic,2,16000000,15255198,50,3.6048294428,4.4999475282E-07,2.0000000000,1.6591536202E-03
