#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,3,3,3,3,3,0.000000
1,3,3,6,8799,8802,0.000550
2,3,3,9,23427,32229,0.002014
3,3,3,12,40515,72744,0.004547
4,3,3,15,58551,131295,0.008206
5,3,3,18,79043,210338,0.013146
6,3,3,21,98340,308678,0.019292
7,3,3,24,117170,425848,0.026616
8,3,3,27,133987,559835,0.034990
9,3,3,30,148890,708725,0.044295
10,3,3,33,175626,884351,0.055272
11,3,3,36,185505,1069856,0.066866
12,3,3,39,208567,1278423,0.079901
13,3,3,42,230412,1508835,0.094302
14,3,3,45,231074,1739909,0.108744
15,3,1,46,252745,1992654,0.124541
16,3,3,49,273669,2266323,0.141645
17,3,2,51,295888,2562211,0.160138
18,3,2,53,287738,2849949,0.178122
19,3,3,56,305574,3155523,0.197220
20,3,2,58,326879,3482402,0.217650
21,3,2,60,344271,3826673,0.239167
22,3,2,62,361388,4188061,0.261754
23,3,2,64,380052,4568113,0.285507
24,3,2,66,356148,4924261,0.307766
25,3,2,68,364999,5289260,0.330579
26,3,3,71,371588,5660848,0.353803
27,3,2,73,380853,6041701,0.377606
28,3,3,76,386963,6428664,0.401792
29,3,1,77,394989,6823653,0.426478
30,3,2,79,401877,7225530,0.451596
31,3,2,81,405554,7631084,0.476943
32,3,3,84,360488,7991572,0.499473
33,3,2,86,360505,8352077,0.522005
34,3,2,88,361571,8713648,0.544603
35,3,1,89,358990,9072638,0.567040
36,3,0,89,356782,9429420,0.589339
37,3,1,90,355012,9784432,0.611527
38,3,1,91,353038,10137470,0.633592
39,3,0,91,350994,10488464,0.655529
40,3,0,91,348513,10836977,0.677311
41,3,1,92,345326,11182303,0.698894
42,3,1,93,339329,11521632,0.720102
43,3,0,93,332697,11854329,0.740896
44,3,1,94,283645,12137974,0.758623
45,3,1,95,272682,12410656,0.775666
46,3,1,96,260337,12670993,0.791937
47,3,0,96,249481,12920474,0.807530
48,3,1,97,239655,13160129,0.822508
49,3,2,99,229022,13389151,0.836822
50,3,1,100,216106,13605257,0.850329
51,3,1,101,202644,13807901,0.862994
52,3,1,102,190187,13998088,0.874880
53,3,1,103,178007,14176095,0.886006
54,3,1,104,165260,14341355,0.896335
55,3,0,104,154545,14495900,0.905994
56,3,0,104,145737,14641637,0.915102
57,3,1,105,136390,14778027,0.923627
58,3,1,106,128434,14906461,0.931654
59,3,1,107,121397,15027858,0.939241
60,3,0,107,113716,15141574,0.946348
