#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,3,3,3,3,3,0.000000
1,3,3,6,8799,8802,0.000550
2,3,3,9,23427,32229,0.002014
3,3,3,12,39252,71481,0.004468
4,3,3,15,54855,126336,0.007896
5,3,3,18,72079,198415,0.012401
6,3,3,21,91152,289567,0.018098
7,3,3,24,110803,400370,0.025023
8,3,3,27,129311,529681,0.033105
9,3,3,30,143588,673269,0.042079
10,3,3,33,168589,841858,0.052616
11,3,3,36,179816,1021674,0.063855
12,3,3,39,204317,1225991,0.076624
13,3,3,42,229468,1455459,0.090966
14,3,3,45,231996,1687455,0.105466
15,3,2,47,254125,1941580,0.121349
16,3,3,50,277679,2219259,0.138704
17,3,3,53,302597,2521856,0.157616
18,3,2,55,298663,2820519,0.176282
19,3,3,58,318602,3139121,0.196195
20,3,3,61,340607,3479728,0.217483
21,3,3,64,360947,3840675,0.240042
22,3,2,66,377556,4218231,0.263639
23,3,3,69,394108,4612339,0.288271
24,3,2,71,368916,4981255,0.311328
25,3,2,73,383012,5364267,0.335267
26,3,3,76,392265,5756532,0.359783
27,3,2,78,396412,6152944,0.384559
28,3,3,81,400446,6553390,0.409587
29,3,3,84,405697,6959087,0.434943
30,3,2,86,410180,7369267,0.460579
31,3,2,88,413750,7783017,0.486439
32,3,1,89,370613,8153630,0.509602
33,3,1,90,369184,8522814,0.532676
34,3,3,93,365470,8888284,0.555518
35,3,0,93,362002,9250286,0.578143
36,3,2,95,353789,9604075,0.600255
37,3,0,95,342297,9946372,0.621648
38,3,0,95,332649,10279021,0.642439
39,3,3,98,325842,10604863,0.662804
40,3,1,99,314598,10919461,0.682466
41,3,0,99,306382,11225843,0.701615
42,3,1,100,300439,11526282,0.720393
43,3,0,100,293694,11819976,0.738749
44,3,1,101,249296,12069272,0.754329
45,3,1,102,237706,12306978,0.769186
46,3,0,102,225032,12532010,0.783251
47,3,0,102,210658,12742668,0.796417
48,3,0,102,198247,12940915,0.808807
49,3,1,103,188086,13129001,0.820563
50,3,0,103,179946,13308947,0.831809
51,3,0,103,171399,13480346,0.842522
52,3,0,103,162325,13642671,0.852667
53,3,0,103,156780,13799451,0.862466
54,3,0,103,151737,13951188,0.871949
55,3,0,103,146888,14098076,0.881130
56,3,1,104,140763,14238839,0.889927
57,3,0,104,134041,14372880,0.898305
58,3,0,104,127869,14500749,0.906297
59,3,0,104,121019,14621768,0.913860
60,3,0,104,112545,14734313,0.920895
61,3,0,104,104648,14838961,0.927435
62,3,0,104,97421,14936382,0.933524
63,3,0,104,90748,15027130,0.939196
64,3,0,104,72286,15099416,0.943713
65,3,0,104,68369,15167785,0.947987
