#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,16,16,16,16,16,0.000003
1,16,16,32,507,523,0.000084
2,16,16,48,3483,4006,0.000641
3,16,16,64,11198,15204,0.002433
4,16,16,80,29473,44677,0.007148
5,16,16,96,67186,111863,0.017898
6,16,16,112,122990,234853,0.037576
7,16,16,128,201483,436336,0.069814
8,16,15,143,308090,744426,0.119108
9,16,15,158,439503,1183929,0.189429
10,16,14,172,568756,1752685,0.280430
11,16,11,183,680579,2433264,0.389322
12,16,8,191,755625,3188889,0.510222
13,16,9,200,758715,3947604,0.631617
14,16,5,205,686900,4634504,0.741521
15,16,4,209,550005,5184509,0.829521
16,16,4,213,402232,5586741,0.893879
17,16,3,216,276432,5863173,0.938108
