#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,50,50,50,50,50,0.000003
1,0,0,50,2438,2488,0.000145
2,0,0,50,24268,26756,0.001555
3,0,0,50,99643,126399,0.007344
4,0,0,50,284716,411115,0.023888
5,0,0,50,640831,1051946,0.061123
6,0,0,50,1151312,2203258,0.128019
7,0,0,50,1856765,4060023,0.235906
8,0,0,50,2397344,6457367,0.375202
9,0,0,50,2605386,9062753,0.526587
10,0,0,50,2487204,11549957,0.671105
11,0,0,50,1966604,13516561,0.785373
12,0,0,50,1429033,14945594,0.868406
13,0,0,50,940610,15886204,0.923060
