# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_4d_sporadic,4,6250000,6079682,210,4.2529452827,1.7641155472E-05,5.0000000000,2.5266187267E-06
