#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,50,50,50,50,50,0.000003
1,0,0,50,0,50,0.000003
2,0,0,50,0,50,0.000003
3,0,0,50,900,950,0.000061
4,0,0,50,3100,4050,0.000259
5,0,0,50,4891,8941,0.000572
6,0,0,50,10459,19400,0.001242
7,0,0,50,39782,59182,0.003788
8,0,0,50,67602,126784,0.008114
9,0,0,50,117718,244502,0.015648
10,0,0,50,159493,403995,0.025856
11,0,0,50,347626,751621,0.048104
12,0,0,50,514236,1265857,0.081015
13,0,0,50,660730,1926587,0.123302
14,0,0,50,808140,2734727,0.175023
15,0,0,50,971975,3706702,0.237229
16,0,0,50,1471376,5178078,0.331397
17,0,0,50,1596446,6774524,0.433570
18,0,0,50,1626140,8400664,0.537642
19,0,0,50,1581974,9982638,0.638889
20,0,0,50,1435847,11418485,0.730783
21,0,0,50,1197224,12615709,0.807405
22,0,0,50,1115896,13731605,0.878823
23,0,0,50,780057,14511662,0.928746
