# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_3d_instant,3,15625000,14922797,50,2.7366078359,2.5035375030E-03,3.0000000000,1.6755160819E-03
