#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,50,50,50,50,50,0.000003
1,0,0,50,4788,4838,0.000302
2,0,0,50,12493,17331,0.001083
3,0,0,50,19672,37003,0.002313
4,0,0,50,27605,64608,0.004038
5,0,0,50,36137,100745,0.006297
6,0,0,50,42802,143547,0.008972
7,0,0,50,50104,193651,0.012103
8,0,0,50,57588,251239,0.015702
9,0,0,50,63794,315033,0.019690
10,0,0,50,71634,386667,0.024167
11,0,0,50,78414,465081,0.029068
12,0,0,50,85133,550214,0.034388
13,0,0,50,91567,641781,0.040111
14,0,0,50,98641,740422,0.046276
15,0,0,50,104451,844873,0.052805
16,0,0,50,110939,955812,0.059738
17,0,0,50,118051,1073863,0.067116
18,0,0,50,123009,1196872,0.074804
19,0,0,50,128322,1325194,0.082825
20,0,0,50,136168,1461362,0.091335
21,0,0,50,139908,1601270,0.100079
22,0,0,50,147408,1748678,0.109292
23,0,0,50,150452,1899130,0.118696
24,0,0,50,155025,2054155,0.128385
25,0,0,50,160596,2214751,0.138422
26,0,0,50,164337,2379088,0.148693
27,0,0,50,168211,2547299,0.159206
28,0,0,50,173496,2720795,0.170050
29,0,0,50,176634,2897429,0.181089
30,0,0,50,179455,3076884,0.192305
31,0,0,50,182816,3259700,0.203731
32,0,0,50,187147,3446847,0.215428
33,0,0,50,192569,3639416,0.227464
34,0,0,50,195996,3835412,0.239713
35,0,0,50,197795,4033207,0.252075
36,0,0,50,203614,4236821,0.264801
37,0,0,50,204883,4441704,0.277606
38,0,0,50,208797,4650501,0.290656
39,0,0,50,212370,4862871,0.303929
40,0,0,50,213056,5075927,0.317245
41,0,0,50,214176,5290103,0.330631
42,0,0,50,216259,5506362,0.344148
43,0,0,50,216154,5722516,0.357657
44,0,0,50,218898,5941414,0.371338
45,0,0,50,220090,6161504,0.385094
46,0,0,50,221320,6382824,0.398927
47,0,0,50,220006,6602830,0.412677
48,0,0,50,220353,6823183,0.426449
49,0,0,50,221076,7044259,0.440266
50,0,0,50,220624,7264883,0.454055
51,0,0,50,220855,7485738,0.467859
52,0,0,50,221639,7707377,0.481711
53,0,0,50,219996,7927373,0.495461
54,0,0,50,219563,8146936,0.509184
55,0,0,50,216080,8363016,0.522689
56,0,0,50,213925,8576941,0.536059
57,0,0,50,208939,8785880,0.549118
58,0,0,50,206577,8992457,0.562029
59,0,0,50,203139,9195596,0.574725
60,0,0,50,199528,9395124,0.587195
61,0,0,50,200291,9595415,0.599713
62,0,0,50,196173,9791588,0.611974
63,0,0,50,193761,9985349,0.624084
64,0,0,50,191216,10176565,0.636035
65,0,0,50,188601,10365166,0.647823
66,0,0,50,187102,10552268,0.659517
67,0,0,50,183387,10735655,0.670978
68,0,0,50,178787,10914442,0.682153
69,0,0,50,174528,11088970,0.693061
70,0,0,50,170511,11259481,0.703718
71,0,0,50,167915,11427396,0.714212
72,0,0,50,166201,11593597,0.724600
73,0,0,50,163893,11757490,0.734843
74,0,0,50,161510,11919000,0.744938
75,0,0,50,158079,12077079,0.754817
76,0,0,50,152840,12229919,0.764370
77,0,0,50,147877,12377796,0.773612
78,0,0,50,144209,12522005,0.782625
79,0,0,50,137946,12659951,0.791247
80,0,0,50,130875,12790826,0.799427
81,0,0,50,125140,12915966,0.807248
82,0,0,50,120865,13036831,0.814802
83,0,0,50,116457,13153288,0.822080
84,0,0,50,110341,13263629,0.828977
85,0,0,50,104621,13368250,0.835516
86,0,0,50,99856,13468106,0.841757
87,0,0,50,96285,13564391,0.847774
88,0,0,50,92633,13657024,0.853564
89,0,0,50,90288,13747312,0.859207
90,0,0,50,87298,13834610,0.864663
91,0,0,50,84983,13919593,0.869975
92,0,0,50,83659,14003252,0.875203
93,0,0,50,80983,14084235,0.880265
94,0,0,50,79150,14163385,0.885212
95,0,0,50,76076,14239461,0.889966
96,0,0,50,71499,14310960,0.894435
97,0,0,50,68731,14379691,0.898731
98,0,0,50,65961,14445652,0.902853
99,0,0,50,61635,14507287,0.906705
100,0,0,50,59066,14566353,0.910397
101,0,0,50,56387,14622740,0.913921
102,0,0,50,54083,14676823,0.917301
103,0,0,50,52115,14728938,0.920559
104,0,0,50,50137,14779075,0.923692
105,0,0,50,48642,14827717,0.926732
106,0,0,50,47291,14875008,0.929688
107,0,0,50,46095,14921103,0.932569
108,0,0,50,45030,14966133,0.935383
109,0,0,50,43236,15009369,0.938086
110,0,0,50,41828,15051197,0.940700
111,0,0,50,40955,15092152,0.943260
112,0,0,50,39202,15131354,0.945710
113,0,0,50,36098,15167452,0.947966
