#id,creation_time,radius,volume,volume_perc,center_r1,center_r2,center_r3,center_r4,center_r5
0,0,16,1,0.000000,11,17,2,20,8,
1,0,16,1,0.000000,0,27,11,19,25,
2,0,16,1,0.000000,26,21,14,26,11,
3,0,16,1,0.000000,19,21,25,19,11,
4,0,16,1,0.000000,17,13,15,5,16,
5,0,16,1,0.000000,12,16,2,7,5,
6,0,16,1,0.000000,0,18,6,2,10,
7,0,16,1,0.000000,26,2,21,9,21,
8,0,16,1,0.000000,3,20,14,17,2,
9,0,16,1,0.000000,10,20,23,7,11,
10,0,16,1,0.000000,18,24,8,5,1,
11,0,16,1,0.000000,25,17,1,11,8,
12,0,16,1,0.000000,7,11,26,25,26,
13,0,16,1,0.000000,20,24,0,14,17,
14,0,16,1,0.000000,6,17,21,4,18,
15,0,16,1,0.000000,23,14,10,2,5,
16,0,16,1,0.000000,5,20,1,13,9,
17,0,16,1,0.000000,15,22,11,16,18,
18,0,16,1,0.000000,19,7,1,2,5,
19,0,16,1,0.000000,27,22,13,12,20,
20,0,16,1,0.000000,2,2,21,8,18,
21,0,16,1,0.000000,23,3,5,5,18,
22,0,16,1,0.000000,22,22,22,24,20,
23,0,16,1,0.000000,4,11,14,27,11,
24,0,16,1,0.000000,4,2,19,18,4,
25,0,16,1,0.000000,24,1,11,21,13,
26,0,16,1,0.000000,3,23,27,9,3,
27,0,16,1,0.000000,18,4,19,23,22,
28,0,16,1,0.000000,21,1,16,15,25,
29,0,16,1,0.000000,8,19,20,7,2,
30,0,16,1,0.000000,4,23,5,7,13,
31,0,16,1,0.000000,9,15,27,4,8,
32,0,16,1,0.000000,12,20,15,12,1,
33,0,16,1,0.000000,3,2,5,22,9,
34,0,16,1,0.000000,11,15,10,0,2,
35,0,16,1,0.000000,20,20,6,12,11,
36,0,16,1,0.000000,8,0,7,25,7,
37,0,16,1,0.000000,4,7,22,3,23,
38,0,16,1,0.000000,14,0,15,2,24,
39,0,16,1,0.000000,16,5,10,6,27,
40,0,16,1,0.000000,3,17,26,13,1,
41,0,16,1,0.000000,12,17,6,2,14,
42,0,16,1,0.000000,17,23,26,24,20,
43,0,16,1,0.000000,6,13,11,12,16,
44,0,16,1,0.000000,7,27,16,22,1,
45,0,16,1,0.000000,12,23,18,22,13,
46,0,16,1,0.000000,17,25,14,27,23,
47,0,16,1,0.000000,0,23,24,6,26,
48,0,16,1,0.000000,10,23,5,21,4,
49,0,16,1,0.000000,25,27,17,21,23,
