#id,creation_time,radius,volume,volume_perc,center_r1,center_r2,center_r3,center_r4,center_r5,center_r6
0,0,11,1,0.000000,10,8,7,1,1,13,
1,0,11,1,0.000000,15,13,8,11,2,3,
2,0,11,1,0.000000,2,2,7,10,2,8,
3,0,11,1,0.000000,13,12,9,0,8,7,
4,0,11,1,0.000000,7,6,3,7,8,14,
5,0,11,1,0.000000,4,3,6,11,4,7,
6,0,11,1,0.000000,9,3,4,1,14,6,
7,0,11,1,0.000000,4,0,8,12,11,10,
8,0,11,1,0.000000,4,8,7,14,8,15,
9,0,11,1,0.000000,5,15,5,8,6,14,
10,0,11,1,0.000000,6,11,1,12,6,5,
11,0,11,1,0.000000,3,15,8,7,0,6,
12,0,11,1,0.000000,13,5,6,5,1,1,
13,0,11,1,0.000000,15,5,10,6,3,2,
14,0,11,1,0.000000,6,8,2,11,0,8,
15,0,11,1,0.000000,9,6,3,10,2,10,
16,0,11,1,0.000000,15,5,9,7,12,10,
17,0,11,1,0.000000,13,9,15,4,14,0,
18,0,11,1,0.000000,5,14,5,15,4,9,
19,0,11,1,0.000000,2,10,1,4,6,2,
20,0,11,1,0.000000,12,15,8,0,10,11,
21,0,11,1,0.000000,10,9,0,3,1,13,
22,0,11,1,0.000000,13,14,6,12,2,5,
23,0,11,1,0.000000,12,8,3,2,7,7,
24,0,11,1,0.000000,11,9,2,12,13,8,
25,0,11,1,0.000000,14,10,7,7,10,1,
26,0,11,1,0.000000,2,4,11,2,7,12,
27,0,11,1,0.000000,15,5,10,6,1,13,
28,0,11,1,0.000000,11,14,5,14,0,12,
29,0,11,1,0.000000,5,11,6,7,7,3,
30,0,11,1,0.000000,15,6,13,7,13,7,
31,0,11,1,0.000000,8,15,11,3,1,3,
32,0,11,1,0.000000,15,1,8,10,7,9,
33,0,11,1,0.000000,7,2,7,12,0,7,
34,0,11,1,0.000000,8,5,2,14,13,10,
35,0,11,1,0.000000,2,12,0,15,3,13,
36,0,11,1,0.000000,7,12,12,2,15,13,
37,0,11,1,0.000000,5,15,14,13,9,5,
38,0,11,1,0.000000,7,0,7,14,12,7,
39,0,11,1,0.000000,6,4,13,8,3,10,
40,0,11,1,0.000000,2,5,6,2,4,10,
41,0,11,1,0.000000,15,11,6,11,14,5,
42,0,11,1,0.000000,9,3,4,7,1,13,
43,0,11,1,0.000000,13,8,13,4,6,9,
44,0,11,1,0.000000,12,12,14,9,5,1,
45,0,11,1,0.000000,3,7,6,9,10,10,
46,0,11,1,0.000000,3,9,6,9,5,4,
47,0,11,1,0.000000,15,14,7,3,5,8,
48,0,11,1,0.000000,1,2,0,14,7,7,
49,0,11,1,0.000000,8,3,3,6,12,8,
