#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,256,256,256,256,256,0.000041
1,0,0,256,7868,8124,0.001300
2,0,0,256,47034,55158,0.008825
3,0,0,256,117752,172910,0.027666
4,0,0,256,266452,439362,0.070298
5,0,0,256,512163,951525,0.152244
6,0,0,256,684422,1635947,0.261752
7,0,0,256,863518,2499465,0.399914
8,0,0,256,992437,3491902,0.558704
9,0,0,256,971935,4463837,0.714214
10,0,0,256,736682,5200519,0.832083
11,0,0,256,493886,5694405,0.911105
