#id,creation_time,radius,volume,volume_perc,center_x,center_y
0,0,5,1,0.001600,0,19,
1,0,5,1,0.001600,9,16,
2,0,5,1,0.001600,24,22,
3,0,5,1,0.001600,19,14,
4,0,5,1,0.001600,23,0,
5,0,5,1,0.001600,8,20,
6,0,5,1,0.001600,2,7,
7,0,5,1,0.001600,20,2,
8,0,5,1,0.001600,22,10,
9,0,5,1,0.001600,14,18,
10,0,5,1,0.001600,12,19,
11,0,5,1,0.001600,15,2,
12,0,5,1,0.001600,23,3,
13,0,5,1,0.001600,3,0,
14,0,5,1,0.001600,22,14,
15,0,5,1,0.001600,16,24,
16,0,5,1,0.001600,8,16,
17,0,5,1,0.001600,23,4,
18,0,5,1,0.001600,7,21,
19,0,5,1,0.001600,4,15,
20,0,5,1,0.001600,18,6,
21,0,5,1,0.001600,24,14,
22,0,5,1,0.001600,8,21,
23,0,5,1,0.001600,1,8,
24,0,5,1,0.001600,24,18,
25,0,5,1,0.001600,1,11,
26,0,5,1,0.001600,15,12,
27,0,5,1,0.001600,22,18,
28,0,5,1,0.001600,12,21,
29,0,5,1,0.001600,9,3,
30,0,5,1,0.001600,20,19,
31,0,5,1,0.001600,21,18,
32,0,5,1,0.001600,16,2,
33,0,5,1,0.001600,20,11,
34,0,5,1,0.001600,9,20,
35,0,5,1,0.001600,18,4,
36,0,5,1,0.001600,3,17,
37,0,5,1,0.001600,22,6,
38,0,5,1,0.001600,3,11,
39,0,5,1,0.001600,0,18,
40,0,5,1,0.001600,0,22,
41,0,5,1,0.001600,13,12,
42,0,5,1,0.001600,18,24,
43,0,5,1,0.001600,17,15,
44,0,5,1,0.001600,18,14,
