#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,50,50,50,50,50,0.000003
1,0,0,50,36046,36096,0.002310
2,0,0,50,197029,233125,0.014920
3,0,0,50,465802,698927,0.044731
4,0,0,50,825581,1524508,0.097569
5,0,0,50,1208303,2732811,0.174900
6,0,0,50,1590299,4323110,0.276679
7,0,0,50,1909431,6232541,0.398883
8,0,0,50,2071290,8303831,0.531445
9,0,0,50,2024333,10328164,0.661002
10,0,0,50,1712962,12041126,0.770632
11,0,0,50,1316212,13357338,0.854870
12,0,0,50,933730,14291068,0.914628
