#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,8,8,8,8,8,0.000064
1,8,8,16,152,160,0.001280
2,8,8,24,648,808,0.006464
3,8,8,32,1390,2198,0.017584
4,8,8,40,2924,5122,0.040976
5,8,7,47,5210,10332,0.082656
6,8,7,54,7663,17995,0.143960
7,8,7,61,10161,28156,0.225248
8,8,6,67,12201,40357,0.322856
9,8,5,72,14370,54727,0.437816
10,8,3,75,14251,68978,0.551824
11,8,2,77,13476,82454,0.659632
12,8,3,80,12113,94567,0.756536
13,8,3,83,9486,104053,0.832424
14,8,0,83,7046,111099,0.888792
15,8,1,84,4772,115871,0.926968
