#id,creation_time,radius,volume,volume_perc,center_r1,center_r2,center_r3,center_r4,center_r5
0,0,15,1,0.000000,4,10,4,6,7,
1,0,15,1,0.000000,2,12,0,17,8,
2,0,15,1,0.000000,18,22,6,4,9,
3,0,15,1,0.000000,5,14,3,16,10,
4,0,15,1,0.000000,14,0,8,18,3,
5,0,15,1,0.000000,11,23,3,24,22,
6,0,15,1,0.000000,0,5,9,4,13,
7,0,15,1,0.000000,16,7,1,18,1,
8,0,15,1,0.000000,11,12,0,20,16,
9,0,15,1,0.000000,10,0,7,15,16,
10,0,15,1,0.000000,17,6,17,2,1,
11,0,15,1,0.000000,22,14,2,2,15,
12,0,15,1,0.000000,1,5,23,10,9,
13,0,15,1,0.000000,11,3,18,14,23,
14,0,15,1,0.000000,20,3,10,22,23,
15,0,15,1,0.000000,4,9,0,13,24,
16,0,15,1,0.000000,16,8,8,10,10,
17,0,15,1,0.000000,11,10,24,13,12,
18,0,15,1,0.000000,17,16,19,15,1,
19,0,15,1,0.000000,4,1,6,24,18,
20,0,15,1,0.000000,5,21,21,17,19,
21,0,15,1,0.000000,21,21,3,21,10,
22,0,15,1,0.000000,5,12,18,15,0,
23,0,15,1,0.000000,5,1,10,5,17,
24,0,15,1,0.000000,24,24,8,19,14,
25,0,15,1,0.000000,12,0,17,18,24,
26,0,15,1,0.000000,10,23,23,6,18,
27,0,15,1,0.000000,17,2,14,20,0,
28,0,15,1,0.000000,1,2,15,21,17,
29,0,15,1,0.000000,15,2,19,2,9,
30,0,15,1,0.000000,13,3,8,21,24,
31,0,15,1,0.000000,24,8,24,16,4,
32,0,15,1,0.000000,1,2,4,24,10,
33,0,15,1,0.000000,22,18,15,14,15,
34,0,15,1,0.000000,15,15,18,5,14,
35,0,15,1,0.000000,10,22,16,6,24,
36,0,15,1,0.000000,2,21,3,12,18,
37,0,15,1,0.000000,4,11,3,6,2,
38,0,15,1,0.000000,7,7,6,14,8,
39,0,15,1,0.000000,19,11,3,11,0,
40,0,15,1,0.000000,18,1,18,11,9,
41,0,15,1,0.000000,7,24,6,0,7,
42,0,15,1,0.000000,8,2,4,13,16,
43,0,15,1,0.000000,24,17,2,4,23,
44,0,15,1,0.000000,6,14,7,15,3,
45,0,15,1,0.000000,17,9,16,20,22,
46,0,15,1,0.000000,17,14,0,10,2,
47,0,15,1,0.000000,9,19,3,18,19,
48,0,15,1,0.000000,13,3,21,19,16,
49,0,15,1,0.000000,12,20,8,16,24,
