#id,creation_time,radius,volume,volume_perc,center_r1,center_r2,center_r3,center_r4
0,0,48,1,0.000000,26,49,5,20,
1,0,48,1,0.000000,43,23,26,36,
2,0,48,1,0.000000,60,49,5,46,
3,1,40,1,0.000000,20,27,32,46,
4,1,40,1,0.000000,48,48,33,39,
5,1,40,1,0.000000,23,7,10,35,
6,2,34,1,0.000000,20,22,18,59,
7,2,34,1,0.000000,51,46,38,13,
8,2,34,1,0.000000,31,44,33,10,
9,3,29,1,0.000000,3,60,47,63,
10,3,29,1,0.000000,45,52,45,1,
11,3,29,1,0.000000,15,13,47,63,
12,4,25,1,0.000000,61,17,39,20,
13,4,25,1,0.000000,24,49,56,44,
14,4,25,1,0.000000,7,10,39,58,
15,5,21,1,0.000000,56,14,7,23,
16,5,21,1,0.000000,58,41,33,61,
17,5,21,1,0.000000,37,16,60,18,
18,6,17,1,0.000000,4,42,20,19,
19,6,17,1,0.000000,55,3,19,53,
20,7,13,1,0.000000,11,0,45,3,
21,10,4,1,0.000000,6,60,50,20,
