#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,3,3,3,3,3,0.000000
1,3,3,6,8799,8802,0.000550
2,3,3,9,23427,32229,0.002014
3,3,3,12,39857,72086,0.004505
4,3,3,15,56955,129041,0.008065
5,3,3,18,77526,206567,0.012910
6,3,3,21,98061,304628,0.019039
7,3,3,24,117447,422075,0.026380
8,3,3,27,132817,554892,0.034681
9,3,3,30,146199,701091,0.043818
10,3,3,33,172105,873196,0.054575
11,3,2,35,182946,1056142,0.066009
12,3,3,38,204189,1260331,0.078771
13,3,3,41,228962,1489293,0.093081
14,3,3,44,234930,1724223,0.107764
15,3,2,46,260606,1984829,0.124052
16,3,3,49,285270,2270099,0.141881
17,3,3,52,307238,2577337,0.161084
18,3,3,55,299890,2877227,0.179827
19,3,2,57,318506,3195733,0.199733
20,3,3,60,335463,3531196,0.220700
21,3,3,63,347762,3878958,0.242435
22,3,3,66,359894,4238852,0.264928
23,3,3,69,376456,4615308,0.288457
24,3,3,72,350771,4966079,0.310380
25,3,2,74,364937,5331016,0.333188
26,3,3,77,377337,5708353,0.356772
27,3,2,79,391436,6099789,0.381237
28,3,2,81,404109,6503898,0.406494
29,3,1,82,414086,6917984,0.432374
30,3,3,85,421241,7339225,0.458702
31,3,1,86,428501,7767726,0.485483
32,3,1,87,379869,8147595,0.509225
33,3,2,89,373433,8521028,0.532564
34,3,2,91,371871,8892899,0.555806
35,3,1,92,370815,9263714,0.578982
36,3,2,94,368186,9631900,0.601994
37,3,1,95,365342,9997242,0.624828
38,3,1,96,360026,10357268,0.647329
39,3,1,97,344028,10701296,0.668831
40,3,0,97,332338,11033634,0.689602
41,3,2,99,322637,11356271,0.709767
42,3,0,99,309924,11666195,0.729137
43,3,1,100,295786,11961981,0.747624
44,3,0,100,244522,12206503,0.762906
45,3,1,101,233625,12440128,0.777508
46,3,1,102,226274,12666402,0.791650
47,3,2,104,218376,12884778,0.805299
48,3,1,105,207335,13092113,0.818257
49,3,0,105,197919,13290032,0.830627
50,3,0,105,190019,13480051,0.842503
51,3,1,106,183109,13663160,0.853947
52,3,0,106,172617,13835777,0.864736
53,3,0,106,161527,13997304,0.874831
54,3,0,106,151371,14148675,0.884292
55,3,0,106,143346,14292021,0.893251
56,3,0,106,137859,14429880,0.901868
57,3,0,106,132106,14561986,0.910124
58,3,0,106,124096,14686082,0.917880
59,3,0,106,116069,14802151,0.925134
60,3,0,106,109162,14911313,0.931957
61,3,0,106,103017,15014330,0.938396
62,3,0,106,96889,15111219,0.944451
