# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_4d_sporadic,4,6250000,6045533,216,4.1896822140,2.1800448486E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6038319,213,4.0609785227,2.6520331612E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6032000,223,4.2790006230,1.6383644024E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6034802,222,4.0818299751,2.6410041564E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6004964,224,4.2252116029,1.8392011495E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6063011,223,4.1091896102,2.1756415540E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6075684,222,4.1759739538,2.0303598958E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6079682,210,4.2529452827,1.7641155472E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6048571,201,4.2098469515,1.9899565146E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,5996387,213,4.2088966165,1.9152619503E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6040842,218,4.0867838824,2.4035406971E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6046522,224,4.0754760722,2.6555808253E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6038308,218,4.2360412201,1.9052552263E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6042649,209,4.2536976120,1.7079178767E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6052798,218,4.2794031681,1.6749795677E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6070007,216,4.3481616595,1.4342277707E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6063112,217,4.1166446293,2.4155397236E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6043193,226,4.1930346300,1.9494167783E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,5974496,210,4.2388350647,1.7398063736E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6046378,210,4.1543508953,1.9957612191E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6076217,205,4.2341103248,1.8890252630E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,5984398,220,4.1242960936,2.2695054071E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6010737,215,4.2546480639,1.7920910042E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6038157,220,4.2235673174,1.8481493888E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6054234,205,4.2225179568,1.8865701343E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6014460,205,4.2327392011,1.9032815887E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6053882,217,4.2453683024,1.7644450792E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6015934,218,4.1170077842,2.4406969455E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6012020,222,4.2932405590,1.4997169235E-05,5.0000000000,2.5266187267E-06
avrami_4d_sporadic,4,6250000,6005400,215,4.2321981064,1.8280096753E-05,5.0000000000,2.5266187267E-06
