# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_4d_instant,4,6250000,6024423,256,3.3137955459,7.8625830902E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6092028,256,3.3591733137,7.7259851907E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,5965664,256,3.4186585388,6.7241792450E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6094833,256,3.3798216912,7.3104174514E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6058828,256,3.3346058974,7.7863964115E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,5951899,256,3.4271073016,6.7549076248E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6078888,256,3.3165969954,7.8615859448E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6038518,256,3.2984420805,8.3449906370E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6064863,256,3.3490113896,7.6308877760E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,5999272,256,3.4460288075,6.4639341640E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6040097,256,3.4652320484,6.3547005612E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6073706,256,3.3892590410,7.3040198948E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6084057,256,3.3635137379,7.4546711360E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6059177,256,3.3370598097,7.5908845993E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6007202,256,3.3350352286,7.6977096077E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,5971743,256,3.3992927222,7.1304064931E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6081476,256,3.3652938838,7.4636389682E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6029352,256,3.3271234949,7.7965756304E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6094188,256,3.4005727371,7.0292601157E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6043906,256,3.3177705738,8.2334121708E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6072586,256,3.3628559452,7.4646719444E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6011112,256,3.3197218644,7.7048046380E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6098013,256,3.3679884299,7.4645184903E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,5986813,256,3.4417618315,6.4083170101E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6061245,256,3.2706564697,8.7794907270E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6038311,256,3.2942949224,8.3356116756E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6092831,256,3.3908292391,6.9308368169E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6074548,256,3.3539812675,7.6280908999E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6046970,256,3.3158451845,7.9924773098E-04,4.0000000000,2.0212949813E-04
avrami_4d_instant,4,6250000,6075830,256,3.3897061007,7.1529597935E-04,4.0000000000,2.0212949813E-04
