# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_2d_sporadic,2,2500,2422,28,2.5237888445,6.7308330748E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2415,31,2.4795327825,6.9641754799E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2394,35,2.3125167163,7.3993137535E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2390,32,2.5205016538,6.7292633224E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2399,33,2.5210896992,5.5834691009E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2376,28,2.5935475449,5.4486242787E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2385,35,2.4454621660,6.9108660818E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2418,33,2.5231855067,6.8179055168E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2382,35,2.1621903328,8.9851876753E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2397,30,2.5435277897,6.2154319186E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2400,33,2.2372302372,8.9696489080E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2436,34,2.5597809500,5.3573798752E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2395,37,2.3773250414,7.0595176366E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2412,32,2.5994223938,6.0216893231E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2383,32,2.4924400302,5.7060296648E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2407,30,2.3038542178,7.7453675575E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2392,34,2.4367221683,7.6360641514E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2434,31,2.5623702653,6.5572034428E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2437,34,2.5675123073,5.5794662905E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2436,34,2.4283003281,6.7474851396E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2386,30,2.4469559369,6.6670924345E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2433,39,2.4709738928,5.9619881987E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2388,32,2.3158941736,8.3695524829E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2386,32,2.4437684060,7.0746015349E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2447,31,2.5614433442,6.8271284475E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2407,32,2.4953167680,5.8907967351E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2431,34,2.4992853005,6.3660133508E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2397,34,2.3988822439,7.8958725198E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2455,38,2.2772062549,8.6481473774E-03,3.0000000000,1.6755160819E-03
avrami_2d_sporadic,2,2500,2453,29,2.3256321762,7.9946462356E-03,3.0000000000,1.6755160819E-03
