#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,256,256,256,256,256,0.000041
1,0,0,256,7958,8214,0.001314
2,0,0,256,48079,56293,0.009007
3,0,0,256,121440,177733,0.028437
4,0,0,256,276214,453947,0.072632
5,0,0,256,532044,985991,0.157759
6,0,0,256,709173,1695164,0.271226
7,0,0,256,875275,2570439,0.411270
8,0,0,256,978624,3549063,0.567850
9,0,0,256,929131,4478194,0.716511
10,0,0,256,684691,5162885,0.826062
11,0,0,256,457538,5620423,0.899268
12,0,0,256,291707,5912130,0.945941
