#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,3,3,3,3,3,0.000000
1,3,3,6,8799,8802,0.000550
2,3,3,9,23427,32229,0.002014
3,3,3,12,39920,72149,0.004509
4,3,3,15,57491,129640,0.008103
5,3,3,18,78676,208316,0.013020
6,3,3,21,100512,308828,0.019302
7,3,3,24,121323,430151,0.026884
8,3,3,27,138701,568852,0.035553
9,3,3,30,152296,721148,0.045072
10,3,3,33,178068,899216,0.056201
11,3,3,36,190339,1089555,0.068097
12,3,3,39,215116,1304671,0.081542
13,3,3,42,240631,1545302,0.096581
14,3,3,45,240550,1785852,0.111616
15,3,3,48,259504,2045356,0.127835
16,3,3,51,281812,2327168,0.145448
17,3,3,54,306148,2633316,0.164582
18,3,3,57,300611,2933927,0.183370
19,3,3,60,320823,3254750,0.203422
20,3,2,62,343629,3598379,0.224899
21,3,2,64,362589,3960968,0.247560
22,3,3,67,384027,4344995,0.271562
23,3,2,69,402558,4747553,0.296722
24,3,3,72,374508,5122061,0.320129
25,3,3,75,387966,5510027,0.344377
26,3,1,76,402155,5912182,0.369511
27,3,2,78,415860,6328042,0.395503
28,3,2,80,426903,6754945,0.422184
29,3,3,83,433677,7188622,0.449289
30,3,2,85,438566,7627188,0.476699
31,3,0,85,442833,8070021,0.504376
32,3,2,87,396697,8466718,0.529170
33,3,2,89,397231,8863949,0.553997
34,3,3,92,397609,9261558,0.578847
35,3,1,93,398939,9660497,0.603781
36,3,1,94,395225,10055722,0.628483
37,3,1,95,392775,10448497,0.653031
38,3,2,97,390728,10839225,0.677452
39,3,1,98,383398,11222623,0.701414
40,3,3,101,373065,11595688,0.724731
41,3,1,102,362300,11957988,0.747374
42,3,1,103,355395,12313383,0.769586
43,3,1,104,341727,12655110,0.790944
44,3,1,105,285187,12940297,0.808769
45,3,0,105,272732,13213029,0.825814
46,3,2,107,256604,13469633,0.841852
47,3,0,107,240254,13709887,0.856868
48,3,0,107,221860,13931747,0.870734
49,3,0,107,201303,14133050,0.883316
50,3,0,107,183452,14316502,0.894781
51,3,0,107,169005,14485507,0.905344
52,3,0,107,154596,14640103,0.915006
53,3,1,108,136879,14776982,0.923561
54,3,0,108,122661,14899643,0.931228
55,3,0,108,109800,15009443,0.938090
56,3,0,108,100267,15109710,0.944357
