#id,creation_time,radius,volume,volume_perc,center_r1,center_r2,center_r3,center_r4,center_r5,center_r6
0,0,16,1,0.000000,3,10,11,2,15,3,
1,0,16,1,0.000000,4,11,12,14,2,5,
2,0,16,1,0.000000,2,2,2,9,1,10,
3,1,15,1,0.000000,10,11,0,14,10,2,
4,1,15,1,0.000000,12,5,15,2,3,0,
5,1,15,1,0.000000,3,6,10,15,8,10,
6,2,14,1,0.000000,2,13,5,14,11,7,
7,2,14,1,0.000000,3,13,10,5,6,11,
8,2,14,1,0.000000,0,1,6,0,15,1,
9,3,13,1,0.000000,3,11,6,2,13,9,
10,3,13,1,0.000000,3,1,15,13,0,8,
11,3,13,1,0.000000,7,2,5,13,1,0,
12,4,12,1,0.000000,4,4,13,14,10,3,
13,4,12,1,0.000000,10,10,4,0,10,4,
14,4,12,1,0.000000,1,13,15,8,0,13,
15,5,11,1,0.000000,1,3,14,1,0,14,
16,5,11,1,0.000000,9,8,0,14,5,1,
17,5,11,1,0.000000,14,9,6,11,8,0,
18,6,10,1,0.000000,14,2,10,3,2,4,
19,6,10,1,0.000000,7,4,2,6,12,2,
20,6,10,1,0.000000,3,13,5,1,14,5,
21,7,9,1,0.000000,1,3,12,7,14,4,
22,7,9,1,0.000000,7,13,6,1,0,8,
23,8,8,1,0.000000,6,7,12,8,13,8,
24,8,8,1,0.000000,10,1,6,15,2,4,
25,8,8,1,0.000000,4,2,12,2,2,1,
26,9,7,1,0.000000,4,2,0,10,4,0,
27,11,5,1,0.000000,9,8,11,1,8,13,
28,11,5,1,0.000000,6,0,9,12,14,4,
29,12,4,1,0.000000,4,0,4,15,15,5,
30,13,3,1,0.000000,5,15,11,1,0,3,
31,13,3,1,0.000000,14,6,3,8,2,1,
