# log(t);log(-log(1-X))
0.0000000000,-12.0237480887
0.6931471806,-9.9442855466
1.0986122887,-8.6114128640
1.3862943611,-7.5348476596
1.6094379124,-6.6249250206
1.7917594692,-5.8875213576
1.9459101491,-5.2626799310
2.0794415417,-4.7090318459
2.1972245773,-4.2075217144
2.3025850930,-3.7567856601
2.3978952728,-3.3520398963
2.4849066498,-2.9804028231
2.5649493575,-2.6367774967
2.6390573296,-2.3184866777
2.7080502011,-2.0237696751
2.7725887222,-1.7493026969
2.8332133441,-1.4882795878
2.8903717579,-1.2370056346
2.9444389792,-0.9963261164
2.9957322736,-0.7659640349
3.0445224377,-0.5449477720
3.0910424534,-0.3340489221
3.1354942159,-0.1335368218
3.1780538303,0.0565611626
3.2188758249,0.2354314793
3.2580965380,0.4023457695
3.2958368660,0.5565051624
3.3322045102,0.6994822844
3.3672958300,0.8329257918
3.4011973817,0.9586656637
3.4339872045,1.0782148540
