#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,64,64,64,64,64,0.000512
1,0,0,64,1122,1186,0.009488
2,0,0,64,3711,4897,0.039176
3,0,0,64,5493,10390,0.083120
4,0,0,64,10449,20839,0.166712
5,0,0,64,14616,35455,0.283640
6,0,0,64,14962,50417,0.403336
7,0,0,64,15133,65550,0.524400
8,0,0,64,13692,79242,0.633936
9,0,0,64,13282,92524,0.740192
10,0,0,64,9233,101757,0.814056
11,0,0,64,6822,108579,0.868632
12,0,0,64,5273,113852,0.910816
13,0,0,64,3984,117836,0.942688
