#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,16,16,16,16,16,0.000003
1,16,16,32,493,509,0.000081
2,16,16,48,3355,3864,0.000618
3,16,16,64,10738,14602,0.002336
4,16,16,80,27980,42582,0.006813
5,16,16,96,63450,106032,0.016965
6,16,15,111,116845,222877,0.035660
7,16,15,126,192275,415152,0.066424
8,16,15,141,295000,710152,0.113624
9,16,13,154,422600,1132752,0.181240
10,16,14,168,548840,1681592,0.269055
11,16,12,180,657160,2338752,0.374200
12,16,8,188,735969,3074721,0.491955
13,16,12,200,753719,3828440,0.612550
14,16,5,205,695145,4523585,0.723774
15,16,1,206,569702,5093287,0.814926
16,16,5,211,428942,5522229,0.883557
17,16,3,214,295318,5817547,0.930808
