# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_5d_sporadic_parabolic,5,17210368,17101653,14,3.5694983538,2.7870650926E-02,6.0000000000,1.5659513934E-04
