#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,256,256,256,256,256,0.000041
1,0,0,256,7919,8175,0.001308
2,0,0,256,47403,55578,0.008892
3,0,0,256,118966,174544,0.027927
4,0,0,256,270131,444675,0.071148
5,0,0,256,519997,964672,0.154348
6,0,0,256,695261,1659933,0.265589
7,0,0,256,872948,2532881,0.405261
8,0,0,256,997271,3530152,0.564824
9,0,0,256,973888,4504040,0.720646
10,0,0,256,731092,5235132,0.837621
11,0,0,256,479122,5714254,0.914281
