#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,8,8,8,8,8,0.000064
1,8,8,16,147,155,0.001240
2,8,8,24,614,769,0.006152
3,8,8,32,1343,2112,0.016896
4,8,8,40,2840,4952,0.039616
5,8,8,48,5152,10104,0.080832
6,8,7,55,7830,17934,0.143472
7,8,7,62,10780,28714,0.229712
8,8,5,67,13312,42026,0.336208
9,8,5,72,15664,57690,0.461520
10,8,2,74,15812,73502,0.588016
11,8,2,76,13728,87230,0.697840
12,8,1,77,10894,98124,0.784992
13,8,1,78,8083,106207,0.849656
14,8,0,78,5651,111858,0.894864
15,8,0,78,3868,115726,0.925808
16,8,0,78,2702,118428,0.947424
