#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,50,50,50,50,50,0.000003
1,0,0,50,2356,2406,0.000140
2,0,0,50,23057,25463,0.001480
3,0,0,50,94396,119859,0.006964
4,0,0,50,269135,388994,0.022602
5,0,0,50,599782,988776,0.057452
6,0,0,50,1071625,2060401,0.119719
7,0,0,50,1754755,3815156,0.221678
8,0,0,50,2369642,6184798,0.359365
9,0,0,50,2734115,8918913,0.518229
10,0,0,50,2748489,11667402,0.677929
11,0,0,50,2221276,13888678,0.806995
12,0,0,50,1568553,15457231,0.898135
