#id,creation_time,radius,volume,volume_perc,center_x,center_y,center_z
0,0,17,1,0.000008,17,15,9,
1,0,17,1,0.000008,5,35,49,
2,0,17,1,0.000008,33,1,48,
3,0,17,1,0.000008,34,2,1,
4,0,17,1,0.000008,49,0,40,
5,0,17,1,0.000008,44,24,25,
6,0,17,1,0.000008,46,23,39,
7,0,17,1,0.000008,38,45,11,
8,1,16,1,0.000008,40,34,34,
9,1,16,1,0.000008,25,30,10,
10,1,16,1,0.000008,39,47,27,
11,1,16,1,0.000008,0,2,14,
12,1,16,1,0.000008,0,37,15,
13,1,16,1,0.000008,0,23,19,
14,1,16,1,0.000008,1,24,22,
15,1,16,1,0.000008,43,18,46,
16,2,15,1,0.000008,18,15,21,
17,2,15,1,0.000008,8,5,17,
18,2,15,1,0.000008,21,45,1,
19,2,15,1,0.000008,8,22,33,
20,2,15,1,0.000008,18,13,30,
21,2,15,1,0.000008,45,15,35,
22,2,15,1,0.000008,9,17,24,
23,2,15,1,0.000008,26,17,48,
24,3,14,1,0.000008,48,18,22,
25,3,14,1,0.000008,20,12,41,
26,3,14,1,0.000008,18,32,8,
27,3,14,1,0.000008,39,42,15,
28,3,14,1,0.000008,6,14,12,
29,3,14,1,0.000008,10,22,36,
30,3,14,1,0.000008,43,42,49,
31,3,14,1,0.000008,26,39,14,
32,4,13,1,0.000008,13,48,34,
33,4,13,1,0.000008,37,26,1,
34,4,13,1,0.000008,37,24,22,
35,4,13,1,0.000008,10,46,36,
36,4,13,1,0.000008,3,14,18,
37,4,13,1,0.000008,13,6,11,
38,4,13,1,0.000008,28,12,27,
39,4,13,1,0.000008,42,24,1,
40,5,12,1,0.000008,28,20,43,
41,5,12,1,0.000008,27,46,32,
42,5,12,1,0.000008,43,9,32,
43,5,12,1,0.000008,27,46,8,
44,5,12,1,0.000008,29,36,35,
45,5,12,1,0.000008,3,46,31,
46,5,12,1,0.000008,39,1,48,
47,5,12,1,0.000008,7,16,4,
48,6,11,1,0.000008,20,44,18,
49,6,11,1,0.000008,49,36,43,
50,6,11,1,0.000008,0,16,13,
51,6,11,1,0.000008,25,38,20,
52,6,11,1,0.000008,9,16,18,
53,6,11,1,0.000008,20,47,4,
54,6,11,1,0.000008,5,0,2,
55,7,10,1,0.000008,38,39,5,
56,7,10,1,0.000008,36,48,21,
57,7,10,1,0.000008,40,21,17,
58,7,10,1,0.000008,11,20,5,
59,7,10,1,0.000008,19,14,16,
60,7,10,1,0.000008,30,42,5,
61,7,10,1,0.000008,2,3,23,
62,8,9,1,0.000008,22,23,20,
63,8,9,1,0.000008,27,28,22,
64,8,9,1,0.000008,31,19,13,
65,8,9,1,0.000008,37,5,13,
66,8,9,1,0.000008,28,9,5,
67,8,9,1,0.000008,35,15,28,
68,9,8,1,0.000008,23,18,36,
69,9,8,1,0.000008,47,5,15,
70,9,8,1,0.000008,10,42,20,
71,9,8,1,0.000008,24,2,20,
72,9,8,1,0.000008,10,32,31,
73,10,7,1,0.000008,15,18,48,
74,10,7,1,0.000008,28,31,26,
75,10,7,1,0.000008,20,34,21,
76,11,6,1,0.000008,19,44,46,
77,11,6,1,0.000008,8,7,28,
78,11,6,1,0.000008,41,8,43,
79,11,6,1,0.000008,12,46,3,
80,12,5,1,0.000008,9,28,11,
81,12,5,1,0.000008,2,49,23,
82,12,5,1,0.000008,30,14,1,
83,12,5,1,0.000008,31,38,21,
84,12,5,1,0.000008,36,14,18,
85,13,4,1,0.000008,46,31,6,
86,13,4,1,0.000008,13,43,25,
87,14,3,1,0.000008,0,4,47,
88,14,3,1,0.000008,1,2,38,
89,15,2,1,0.000008,1,11,39,
90,15,2,1,0.000008,30,32,48,
91,16,1,1,0.000008,13,35,25,
92,16,1,1,0.000008,1,5,33,
