#id,creation_time,radius,volume,volume_perc,center_r1,center_r2,center_r3,center_r4
0,0,19,1,0.000000,31,40,16,2,
1,0,19,1,0.000000,48,32,28,21,
2,0,19,1,0.000000,18,37,27,36,
3,0,19,1,0.000000,10,43,10,21,
4,0,19,1,0.000000,18,36,22,36,
5,0,19,1,0.000000,1,25,39,12,
6,0,19,1,0.000000,39,28,30,8,
7,0,19,1,0.000000,22,40,38,6,
8,0,19,1,0.000000,32,6,8,30,
9,0,19,1,0.000000,38,36,2,8,
10,0,19,1,0.000000,23,29,46,35,
11,0,19,1,0.000000,24,9,8,42,
12,0,19,1,0.000000,45,33,28,46,
13,0,19,1,0.000000,8,20,10,49,
14,0,19,1,0.000000,0,41,10,23,
15,0,19,1,0.000000,31,48,29,13,
16,1,18,1,0.000000,6,39,46,46,
17,1,18,1,0.000000,27,48,4,0,
18,1,18,1,0.000000,29,0,37,3,
19,1,18,1,0.000000,9,46,46,7,
20,1,18,1,0.000000,29,26,5,39,
21,1,18,1,0.000000,48,16,41,49,
22,1,18,1,0.000000,7,1,24,40,
23,1,18,1,0.000000,1,5,5,7,
24,1,18,1,0.000000,46,1,3,23,
25,1,18,1,0.000000,1,9,25,30,
26,1,18,1,0.000000,11,12,34,23,
27,1,18,1,0.000000,10,32,30,41,
28,1,18,1,0.000000,10,35,33,9,
29,1,18,1,0.000000,3,24,10,12,
30,1,18,1,0.000000,25,36,2,26,
31,1,18,1,0.000000,41,10,35,37,
32,2,17,1,0.000000,11,40,12,13,
33,2,17,1,0.000000,49,37,45,10,
34,2,17,1,0.000000,1,31,33,12,
35,2,17,1,0.000000,13,15,5,26,
36,2,17,1,0.000000,1,38,37,6,
37,2,17,1,0.000000,14,47,19,39,
38,2,17,1,0.000000,35,23,17,26,
39,2,17,1,0.000000,33,4,15,47,
40,2,17,1,0.000000,44,27,12,43,
41,2,17,1,0.000000,14,7,6,15,
42,2,17,1,0.000000,39,39,29,4,
43,2,17,1,0.000000,5,37,30,8,
44,2,17,1,0.000000,25,19,16,40,
45,2,17,1,0.000000,18,37,31,3,
46,2,17,1,0.000000,11,1,29,46,
47,2,17,1,0.000000,5,46,45,2,
48,3,16,1,0.000000,23,7,47,39,
49,3,16,1,0.000000,17,3,7,6,
50,3,16,1,0.000000,45,38,12,2,
51,3,16,1,0.000000,25,43,12,3,
52,3,16,1,0.000000,14,28,45,33,
53,3,16,1,0.000000,18,28,36,29,
54,3,16,1,0.000000,29,16,27,37,
55,3,16,1,0.000000,14,23,41,40,
56,3,16,1,0.000000,32,38,31,49,
57,3,16,1,0.000000,44,38,7,39,
58,3,16,1,0.000000,29,20,43,6,
59,3,16,1,0.000000,15,5,9,29,
60,3,16,1,0.000000,35,4,12,3,
61,3,16,1,0.000000,33,49,34,14,
62,3,16,1,0.000000,17,14,3,31,
63,3,16,1,0.000000,39,44,21,21,
64,4,15,1,0.000000,33,3,23,27,
65,4,15,1,0.000000,43,30,18,24,
66,4,15,1,0.000000,0,11,31,15,
67,4,15,1,0.000000,16,40,45,3,
68,4,15,1,0.000000,47,7,7,30,
69,4,15,1,0.000000,6,43,46,25,
70,4,15,1,0.000000,7,0,7,46,
71,4,15,1,0.000000,44,30,20,29,
72,4,15,1,0.000000,35,43,6,31,
73,4,15,1,0.000000,23,26,5,24,
74,4,15,1,0.000000,37,36,41,5,
75,4,15,1,0.000000,29,36,9,26,
76,4,15,1,0.000000,46,18,8,4,
77,4,15,1,0.000000,11,4,30,21,
78,4,15,1,0.000000,4,37,19,49,
79,4,15,1,0.000000,17,39,30,5,
80,5,14,1,0.000000,32,39,36,6,
81,5,14,1,0.000000,15,41,32,3,
82,5,14,1,0.000000,30,23,10,9,
83,5,14,1,0.000000,12,19,37,8,
84,5,14,1,0.000000,39,45,14,3,
85,5,14,1,0.000000,49,44,24,4,
86,5,14,1,0.000000,31,43,5,1,
87,5,14,1,0.000000,35,35,6,17,
88,5,14,1,0.000000,26,44,25,42,
89,5,14,1,0.000000,35,9,45,15,
90,5,14,1,0.000000,33,5,26,47,
91,5,14,1,0.000000,27,13,7,16,
92,5,14,1,0.000000,8,21,19,8,
93,5,14,1,0.000000,16,45,14,49,
94,5,14,1,0.000000,41,21,2,26,
95,5,14,1,0.000000,8,8,43,35,
96,6,13,1,0.000000,2,21,27,40,
97,6,13,1,0.000000,30,24,7,15,
98,6,13,1,0.000000,31,34,12,10,
99,6,13,1,0.000000,47,19,29,8,
100,6,13,1,0.000000,41,48,18,9,
101,6,13,1,0.000000,46,34,8,37,
102,6,13,1,0.000000,5,11,13,15,
103,6,13,1,0.000000,21,8,2,26,
104,6,13,1,0.000000,29,31,18,12,
105,6,13,1,0.000000,5,25,27,39,
106,6,13,1,0.000000,9,40,1,9,
107,6,13,1,0.000000,11,30,19,4,
108,6,13,1,0.000000,29,37,13,27,
109,6,13,1,0.000000,21,24,14,28,
110,6,13,1,0.000000,37,27,43,8,
111,6,13,1,0.000000,37,46,36,19,
112,7,12,1,0.000000,27,4,31,35,
113,7,12,1,0.000000,30,8,26,41,
114,7,12,1,0.000000,0,27,2,12,
115,7,12,1,0.000000,8,21,18,39,
116,7,12,1,0.000000,8,34,16,31,
117,7,12,1,0.000000,8,30,9,45,
118,7,12,1,0.000000,9,3,5,48,
119,7,12,1,0.000000,1,42,17,30,
120,7,12,1,0.000000,48,48,15,30,
121,7,12,1,0.000000,9,43,24,9,
122,7,12,1,0.000000,21,26,23,31,
123,7,12,1,0.000000,0,42,20,8,
124,7,12,1,0.000000,28,36,42,36,
125,7,12,1,0.000000,18,1,33,29,
126,7,12,1,0.000000,32,45,38,33,
127,8,11,1,0.000000,43,5,13,4,
128,8,11,1,0.000000,14,39,3,16,
129,8,11,1,0.000000,33,25,26,11,
130,8,11,1,0.000000,13,18,49,31,
131,8,11,1,0.000000,20,32,10,26,
132,8,11,1,0.000000,34,26,40,30,
133,8,11,1,0.000000,31,4,34,34,
134,8,11,1,0.000000,43,48,6,9,
135,8,11,1,0.000000,40,11,25,23,
136,8,11,1,0.000000,38,2,35,1,
137,8,11,1,0.000000,19,44,19,42,
138,8,11,1,0.000000,32,5,1,16,
139,8,11,1,0.000000,31,42,46,14,
140,9,10,1,0.000000,48,33,49,41,
141,9,10,1,0.000000,33,7,1,23,
142,9,10,1,0.000000,21,28,47,9,
143,9,10,1,0.000000,18,43,45,39,
