# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_2d_instant_parabolic,2,16000000,15218379,50,3.5660316333,5.1725206669E-07,2.0000000000,1.9242255003E-03
