#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,256,256,256,256,256,0.000041
1,0,0,256,7947,8203,0.001312
2,0,0,256,47903,56106,0.008977
3,0,0,256,121050,177156,0.028345
4,0,0,256,275321,452477,0.072396
5,0,0,256,529355,981832,0.157093
6,0,0,256,701627,1683459,0.269353
7,0,0,256,871015,2554474,0.408716
8,0,0,256,983993,3538467,0.566155
9,0,0,256,944015,4482482,0.717197
10,0,0,256,707100,5189582,0.830333
11,0,0,256,479229,5668811,0.907010
