#id,creation_time,radius,volume,volume_perc,center_r1,center_r2,center_r3,center_r4,center_r5
0,0,24,1,0.000000,20,23,24,8,6,
1,0,24,1,0.000000,21,5,22,24,12,
2,0,24,1,0.000000,6,15,10,10,12,
3,1,16,1,0.000000,0,7,3,17,3,
4,1,16,1,0.000000,23,11,2,26,3,
5,1,16,1,0.000000,5,6,18,9,26,
6,2,10,1,0.000000,22,1,5,2,9,
7,2,10,1,0.000000,11,23,27,17,3,
8,2,10,1,0.000000,11,23,19,5,5,
9,3,5,1,0.000000,3,5,12,6,22,
10,3,5,1,0.000000,0,1,18,2,12,
11,3,5,1,0.000000,21,20,2,23,1,
12,4,1,1,0.000000,14,2,26,5,7,
