#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,50,50,50,50,50,0.000003
1,0,0,50,0,50,0.000003
2,0,0,50,0,50,0.000003
3,0,0,50,1551,1601,0.000095
4,0,0,50,9413,11014,0.000656
5,0,0,50,24139,35153,0.002095
6,0,0,50,56677,91830,0.005473
7,0,0,50,292737,384567,0.022922
8,0,0,50,636057,1020624,0.060834
9,0,0,50,1155150,2175774,0.129686
10,0,0,50,1660650,3836424,0.228669
11,0,0,50,3253304,7089728,0.422581
12,0,0,50,3509619,10599347,0.631770
13,0,0,50,2734583,13333930,0.794764
14,0,0,50,1676379,15010309,0.894684
15,0,0,50,896105,15906414,0.948096
