#time,new_clusters_asked,new_clusters_created,clusters_total,volume_grow,volume_total,volume_totale_perc
0,50,50,50,50,50,0.000003
1,0,0,50,500,550,0.000034
2,0,0,50,500,1050,0.000066
3,0,0,50,500,1550,0.000097
4,0,0,50,500,2050,0.000128
5,0,0,50,500,2550,0.000159
6,0,0,50,500,3050,0.000191
7,0,0,50,500,3550,0.000222
8,0,0,50,500,4050,0.000253
9,0,0,50,500,4550,0.000284
10,0,0,50,500,5050,0.000316
11,0,0,50,500,5550,0.000347
12,0,0,50,500,6050,0.000378
13,0,0,50,500,6550,0.000409
14,0,0,50,500,7050,0.000441
15,0,0,50,500,7550,0.000472
16,0,0,50,490,8040,0.000503
17,0,0,50,490,8530,0.000533
18,0,0,50,490,9020,0.000564
19,0,0,50,490,9510,0.000594
20,0,0,50,490,10000,0.000625
21,0,0,50,490,10490,0.000656
22,0,0,50,490,10980,0.000686
23,0,0,50,490,11470,0.000717
24,0,0,50,490,11960,0.000748
25,0,0,50,490,12450,0.000778
26,0,0,50,490,12940,0.000809
27,0,0,50,490,13430,0.000839
28,0,0,50,490,13920,0.000870
29,0,0,50,490,14410,0.000901
30,0,0,50,490,14900,0.000931
31,0,0,50,490,15390,0.000962
32,0,0,50,490,15880,0.000992
33,0,0,50,490,16370,0.001023
34,0,0,50,490,16860,0.001054
35,0,0,50,490,17350,0.001084
36,0,0,50,490,17840,0.001115
37,0,0,50,490,18330,0.001146
38,0,0,50,490,18820,0.001176
39,0,0,50,490,19310,0.001207
40,0,0,50,490,19800,0.001238
41,0,0,50,490,20290,0.001268
42,0,0,50,490,20780,0.001299
43,0,0,50,490,21270,0.001329
44,0,0,50,490,21760,0.001360
45,0,0,50,490,22250,0.001391
46,0,0,50,490,22740,0.001421
47,0,0,50,490,23230,0.001452
48,0,0,50,490,23720,0.001483
49,0,0,50,490,24210,0.001513
50,0,0,50,490,24700,0.001544
51,0,0,50,490,25190,0.001574
52,0,0,50,490,25680,0.001605
53,0,0,50,490,26170,0.001636
54,0,0,50,490,26660,0.001666
55,0,0,50,490,27150,0.001697
56,0,0,50,490,27640,0.001728
57,0,0,50,490,28130,0.001758
58,0,0,50,490,28620,0.001789
59,0,0,50,490,29110,0.001819
60,0,0,50,490,29600,0.001850
61,0,0,50,490,30090,0.001881
62,0,0,50,490,30580,0.001911
63,0,0,50,490,31070,0.001942
64,0,0,50,490,31560,0.001972
65,0,0,50,490,32050,0.002003
66,0,0,50,490,32540,0.002034
67,0,0,50,490,33030,0.002064
68,0,0,50,490,33520,0.002095
69,0,0,50,490,34010,0.002126
70,0,0,50,490,34500,0.002156
71,0,0,50,490,34990,0.002187
72,0,0,50,490,35480,0.002217
73,0,0,50,490,35970,0.002248
74,0,0,50,490,36460,0.002279
75,0,0,50,490,36950,0.002309
76,0,0,50,490,37440,0.002340
77,0,0,50,490,37930,0.002371
78,0,0,50,490,38420,0.002401
79,0,0,50,490,38910,0.002432
80,0,0,50,490,39400,0.002462
81,0,0,50,490,39890,0.002493
82,0,0,50,490,40380,0.002524
83,0,0,50,490,40870,0.002554
84,0,0,50,490,41360,0.002585
85,0,0,50,490,41850,0.002616
86,0,0,50,490,42340,0.002646
87,0,0,50,490,42830,0.002677
88,0,0,50,490,43320,0.002707
89,0,0,50,490,43810,0.002738
90,0,0,50,490,44300,0.002769
91,0,0,50,490,44790,0.002799
92,0,0,50,490,45280,0.002830
93,0,0,50,490,45770,0.002861
94,0,0,50,490,46260,0.002891
95,0,0,50,490,46750,0.002922
96,0,0,50,490,47240,0.002952
97,0,0,50,490,47730,0.002983
98,0,0,50,490,48220,0.003014
99,0,0,50,490,48710,0.003044
100,0,0,50,490,49200,0.003075
101,0,0,50,490,49690,0.003106
102,0,0,50,490,50180,0.003136
103,0,0,50,490,50670,0.003167
104,0,0,50,490,51160,0.003197
105,0,0,50,490,51650,0.003228
106,0,0,50,490,52140,0.003259
107,0,0,50,490,52630,0.003289
108,0,0,50,490,53120,0.003320
109,0,0,50,490,53610,0.003351
110,0,0,50,490,54100,0.003381
111,0,0,50,490,54590,0.003412
112,0,0,50,490,55080,0.003442
113,0,0,50,490,55570,0.003473
114,0,0,50,490,56060,0.003504
115,0,0,50,490,56550,0.003534
116,0,0,50,490,57040,0.003565
117,0,0,50,490,57530,0.003596
118,0,0,50,490,58020,0.003626
119,0,0,50,490,58510,0.003657
120,0,0,50,490,59000,0.003687
121,0,0,50,490,59490,0.003718
122,0,0,50,490,59980,0.003749
123,0,0,50,490,60470,0.003779
124,0,0,50,490,60960,0.003810
125,0,0,50,490,61450,0.003841
126,0,0,50,490,61940,0.003871
127,0,0,50,490,62430,0.003902
128,0,0,50,490,62920,0.003933
129,0,0,50,490,63410,0.003963
130,0,0,50,490,63900,0.003994
131,0,0,50,490,64390,0.004024
132,0,0,50,490,64880,0.004055
133,0,0,50,490,65370,0.004086
134,0,0,50,490,65860,0.004116
135,0,0,50,490,66350,0.004147
136,0,0,50,490,66840,0.004177
137,0,0,50,490,67330,0.004208
138,0,0,50,490,67820,0.004239
139,0,0,50,490,68310,0.004269
140,0,0,50,490,68800,0.004300
141,0,0,50,490,69290,0.004331
142,0,0,50,490,69780,0.004361
143,0,0,50,490,70270,0.004392
144,0,0,50,490,70760,0.004423
145,0,0,50,490,71250,0.004453
146,0,0,50,490,71740,0.004484
147,0,0,50,490,72230,0.004514
148,0,0,50,490,72720,0.004545
149,0,0,50,490,73210,0.004576
