#id,creation_time,radius,volume,volume_perc,center_x,center_y,center_z
0,0,72,1,0.000000,210,175,18,
1,0,72,1,0.000000,164,127,70,
2,0,72,1,0.000000,70,46,155,
3,0,72,1,0.000000,234,213,148,
4,0,72,1,0.000000,82,245,181,
5,0,72,1,0.000000,144,127,163,
6,0,72,1,0.000000,54,226,188,
7,0,72,1,0.000000,81,69,51,
8,0,72,1,0.000000,202,35,149,
9,0,72,1,0.000000,138,190,138,
10,0,72,1,0.000000,236,2,166,
11,0,72,1,0.000000,4,167,43,
12,0,72,1,0.000000,176,89,192,
13,0,72,1,0.000000,82,73,7,
14,0,72,1,0.000000,230,155,104,
15,0,72,1,0.000000,14,152,231,
16,0,72,1,0.000000,177,206,207,
17,0,72,1,0.000000,217,38,128,
18,0,72,1,0.000000,121,92,163,
19,0,72,1,0.000000,122,231,205,
20,0,72,1,0.000000,11,69,60,
21,0,72,1,0.000000,29,73,79,
22,0,72,1,0.000000,174,102,168,
23,0,72,1,0.000000,218,184,241,
24,0,72,1,0.000000,225,16,249,
25,0,72,1,0.000000,79,132,151,
26,0,72,1,0.000000,162,59,209,
27,0,72,1,0.000000,120,27,99,
28,0,72,1,0.000000,100,0,192,
29,0,72,1,0.000000,116,122,25,
30,0,72,1,0.000000,71,235,94,
31,0,72,1,0.000000,131,14,19,
32,0,72,1,0.000000,210,41,121,
33,0,72,1,0.000000,230,9,157,
34,0,72,1,0.000000,74,87,26,
35,0,72,1,0.000000,73,18,158,
36,0,72,1,0.000000,76,181,218,
37,0,72,1,0.000000,137,153,97,
38,0,72,1,0.000000,237,3,97,
39,0,72,1,0.000000,31,221,219,
40,0,72,1,0.000000,158,43,57,
41,0,72,1,0.000000,2,26,71,
42,0,72,1,0.000000,21,89,214,
43,0,72,1,0.000000,245,69,76,
44,0,72,1,0.000000,4,143,163,
45,0,72,1,0.000000,30,68,33,
46,0,72,1,0.000000,189,246,214,
47,0,72,1,0.000000,9,134,219,
48,0,72,1,0.000000,208,223,75,
49,0,72,1,0.000000,55,4,46,
