# basename, dimensions, volume_space, volume_fill, clusters, fit_n, fit_k, theo_n, theo_k
avrami_1d_sporadic,1,16000000,333182,448,1.9966244160,9.6350350623E-07,2.0000000000,9.3750000000E-07
