#id,creation_time,radius,volume,volume_perc,center_r1,center_r2,center_r3,center_r4,center_r5,center_r6
0,0,11,1,0.000000,11,0,8,10,0,7,
1,0,11,1,0.000000,12,10,11,2,3,8,
2,0,11,1,0.000000,3,4,5,5,13,0,
3,0,11,1,0.000000,1,1,1,10,10,2,
4,0,11,1,0.000000,9,2,11,10,8,1,
5,0,11,1,0.000000,1,3,1,10,13,1,
6,0,11,1,0.000000,1,9,12,12,12,15,
7,0,11,1,0.000000,4,15,3,9,4,0,
8,0,11,1,0.000000,9,6,2,10,0,12,
9,0,11,1,0.000000,12,9,14,7,4,6,
10,0,11,1,0.000000,9,5,9,10,15,6,
11,0,11,1,0.000000,12,0,15,8,12,11,
12,0,11,1,0.000000,7,0,10,11,10,15,
13,0,11,1,0.000000,11,3,5,13,14,5,
14,0,11,1,0.000000,9,10,14,7,2,2,
15,0,11,1,0.000000,13,11,8,6,5,7,
16,0,11,1,0.000000,12,1,8,12,9,4,
17,0,11,1,0.000000,7,1,5,2,12,15,
18,0,11,1,0.000000,1,7,2,6,5,0,
19,0,11,1,0.000000,11,14,11,9,6,13,
20,0,11,1,0.000000,12,3,8,4,10,13,
21,0,11,1,0.000000,11,6,15,3,2,8,
22,0,11,1,0.000000,8,10,9,13,12,5,
23,0,11,1,0.000000,12,13,13,14,3,2,
24,0,11,1,0.000000,15,14,0,10,7,6,
25,0,11,1,0.000000,7,3,10,15,7,4,
26,0,11,1,0.000000,12,3,10,11,6,13,
27,0,11,1,0.000000,4,14,7,13,11,3,
28,0,11,1,0.000000,3,7,0,0,6,3,
29,0,11,1,0.000000,2,5,1,2,15,8,
30,0,11,1,0.000000,9,6,12,3,5,3,
31,0,11,1,0.000000,7,1,6,1,13,13,
32,0,11,1,0.000000,14,1,11,5,14,7,
33,0,11,1,0.000000,8,1,14,8,1,4,
34,0,11,1,0.000000,11,3,9,12,6,8,
35,0,11,1,0.000000,5,15,14,1,2,3,
36,0,11,1,0.000000,4,9,5,11,10,2,
37,0,11,1,0.000000,8,9,3,3,14,1,
38,0,11,1,0.000000,10,7,3,9,15,4,
39,0,11,1,0.000000,13,11,8,7,7,14,
40,0,11,1,0.000000,15,12,13,14,13,15,
41,0,11,1,0.000000,1,2,8,6,13,2,
42,0,11,1,0.000000,8,5,11,11,8,10,
43,0,11,1,0.000000,13,3,1,0,12,0,
44,0,11,1,0.000000,4,9,11,12,0,3,
45,0,11,1,0.000000,10,0,15,7,14,13,
46,0,11,1,0.000000,6,15,15,14,6,12,
47,0,11,1,0.000000,1,14,1,12,10,9,
48,0,11,1,0.000000,6,7,12,7,7,8,
49,0,11,1,0.000000,8,11,2,3,8,2,
