# log(t);log(-log(1-X))
0.0000000000,-8.1016262333
0.6931471806,-6.8228698838
1.0986122887,-6.0611506564
1.3862943611,-5.5001061337
1.6094379124,-5.0526473956
1.7917594692,-4.6950239185
1.9459101491,-4.3922197110
2.0794415417,-4.1286890966
2.1972245773,-3.8990133619
2.3025850930,-3.6906070456
2.3978952728,-3.5016053036
2.4849066498,-3.3285273560
2.5649493575,-3.1693464464
2.6390573296,-3.0210672097
2.7080502011,-2.8833835300
2.7725887222,-2.7546346221
2.8332133441,-2.6343494602
2.8903717579,-2.5227895146
2.9444389792,-2.4175899861
2.9957322736,-2.3170637743
3.0445224377,-2.2234537974
3.0910424534,-2.1334237480
3.1354942159,-2.0488166219
3.1780538303,-1.9678787545
3.2188758249,-1.8895846721
3.2580965380,-1.8144659559
3.2958368660,-1.7419281214
3.3322045102,-1.6714949501
3.3672958300,-1.6036876396
3.4011973817,-1.5385918664
3.4339872045,-1.4756455776
3.4657359028,-1.4144812690
3.4965075615,-1.3548045633
3.5263605246,-1.2971731923
3.5553480615,-1.2415909890
3.5835189385,-1.1871082798
3.6109179126,-1.1350682262
3.6375861597,-1.0844924908
3.6635616461,-1.0348886515
3.6888794541,-0.9867132754
3.7135720667,-0.9396371057
3.7376696183,-0.8934762501
3.7612001157,-0.8485983359
3.7841896339,-0.8045325037
3.8066624898,-0.7614188808
3.8286413965,-0.7191635830
3.8501476017,-0.6778864564
3.8712010109,-0.6374924857
3.8918202981,-0.5977178495
3.9120230054,-0.5588470115
3.9318256327,-0.5207131251
3.9512437186,-0.4830674098
3.9702919136,-0.4461465768
3.9889840466,-0.4095109905
4.0073331852,-0.3733556254
4.0253516907,-0.3373913325
4.0430512678,-0.3022922681
4.0604430105,-0.2678684025
4.0775374439,-0.2341473177
4.0943445622,-0.2013849409
4.1108738642,-0.1689907308
4.1271343850,-0.1374829283
4.1431347264,-0.1064491962
4.1588830834,-0.0758640039
4.1743872699,-0.0457006866
4.1896547420,-0.0157111135
4.2046926194,0.0139872169
4.2195077052,0.0431375426
4.2341065046,0.0718593805
4.2484952420,0.1001537715
4.2626798770,0.1280831797
4.2766661190,0.1558801274
4.2904594411,0.1834898544
4.3040650932,0.2106610637
4.3174881135,0.2375609425
4.3307333403,0.2642044829
4.3438054219,0.2907483736
4.3567088267,0.3174345106
4.3694478525,0.3438810376
4.3820266347,0.3703328508
4.3944491547,0.3966707912
4.4067192473,0.4228384670
4.4188406078,0.4487601027
4.4308167988,0.4745124187
4.4426512565,0.4999704949
4.4543472963,0.5249322516
4.4659081187,0.5497474369
4.4773368145,0.5743671389
4.4886363697,0.5991442882
4.4998096703,0.6238123099
4.5108595065,0.6483073895
4.5217885770,0.6729532421
4.5325994932,0.6975618634
4.5432947823,0.7222641597
4.5538768916,0.7470123316
4.5643481915,0.7715631542
4.5747109785,0.7959869438
4.5849674787,0.8202711188
4.5951198501,0.8444128861
4.6051701860,0.8685937274
4.6151205168,0.8926747681
4.6249728133,0.9166855549
4.6347289882,0.9407542341
4.6443908991,0.9647641667
4.6539603502,0.9885176490
4.6634390941,1.0120667469
4.6728288345,1.0356548484
4.6821312271,1.0593746773
4.6913478822,1.0833535089
