#id,creation_time,radius,volume,volume_perc,center_x,center_y,center_z
0,0,154,1,0.000000,113,172,102,
1,0,154,1,0.000000,68,158,212,
2,0,154,1,0.000000,209,157,143,
3,1,124,1,0.000000,125,198,41,
4,1,124,1,0.000000,187,27,207,
5,1,124,1,0.000000,205,79,169,
6,2,101,1,0.000000,235,11,89,
7,2,101,1,0.000000,18,207,217,
8,2,101,1,0.000000,168,79,47,
9,3,81,1,0.000000,18,90,178,
10,3,81,1,0.000000,236,203,100,
11,3,81,1,0.000000,88,22,110,
12,4,63,1,0.000000,153,83,17,
13,4,63,1,0.000000,46,60,68,
14,4,63,1,0.000000,87,247,95,
15,5,46,1,0.000000,146,54,27,
16,6,30,1,0.000000,225,50,17,
